aX,aY,aZ,gX,gY,gZ
-1.113,3.787,-0.422,137.146,-167.419,93.689
-1.109,3.805,-0.331,111.816,-178.833,36.743
-1.111,3.973,-0.117,77.209,-187.622,-25.635
-1.232,3.812,0.014,72.998,-195.740,-90.515
-1.218,3.639,0.202,72.754,-201.477,-157.410
-1.278,3.413,0.342,66.101,-200.623,-220.459
-1.329,3.163,0.411,58.228,-194.275,-277.222
-1.370,2.917,0.408,52.673,-183.350,-330.017
-1.383,2.677,0.299,53.894,-172.546,-374.390
-1.396,2.466,0.153,60.913,-167.664,-411.011
-1.472,2.265,0.021,72.571,-172.424,-444.397
-1.575,2.079,-0.100,82.703,-183.655,-475.891
-1.621,1.867,-0.239,88.440,-198.547,-504.150
-1.634,1.698,-0.276,81.604,-217.285,-529.907
-1.754,1.556,-0.180,64.453,-241.150,-554.565
-2.016,1.365,0.011,42.847,-265.930,-578.308
-2.297,1.144,0.276,21.973,-286.316,-602.905
-2.523,0.949,0.634,3.235,-299.744,-626.709
-2.822,0.858,1.021,-11.658,-308.411,-645.386
-3.218,0.638,1.362,-14.465,-313.110,-657.898
-3.134,0.707,1.809,-27.893,-312.317,-667.603
-3.097,0.379,2.022,-16.907,-306.335,-670.410
-3.090,-0.116,2.135,24.292,-289.917,-655.762
-3.003,-0.442,2.233,54.077,-266.235,-624.634
-2.567,-0.525,2.336,60.242,-235.229,-587.341
-2.346,-0.858,2.285,81.909,-196.289,-546.082
-2.332,-1.090,2.228,84.595,-148.010,-502.197
-2.180,-1.343,2.124,44.128,-92.651,-460.510
-1.849,-1.662,1.984,-9.949,-38.635,-415.283
-1.478,-1.920,1.835,-57.617,3.418,-362.549
-1.140,-2.097,1.615,-75.439,30.090,-298.767
-0.781,-2.206,1.321,-64.209,41.809,-225.830
-0.503,-2.140,1.023,-48.157,39.124,-149.048
-0.307,-1.873,0.826,-41.016,23.376,-75.073
-0.164,-1.463,0.786,-42.053,0.488,-9.949
-0.100,-1.011,0.855,-44.373,-20.874,40.527
-0.024,-0.606,0.968,-41.931,-34.424,74.646
0.032,-0.271,1.047,-35.645,-38.025,93.750
0.100,-0.039,1.078,-30.640,-34.302,103.088
0.213,0.161,1.080,-32.288,-25.818,106.140
0.368,0.344,1.066,-35.767,-15.991,106.323
0.455,0.496,1.035,-36.438,-6.226,102.783
0.507,0.628,1.003,-33.752,3.784,94.727
0.537,0.692,0.948,-28.992,14.099,83.008
0.537,0.698,0.873,-25.757,23.560,69.885
0.557,0.661,0.785,-28.259,33.203,57.007
0.580,0.615,0.684,-34.119,41.504,46.326
0.615,0.582,0.581,-36.011,45.044,38.818
0.639,0.538,0.479,-28.503,41.382,34.180
0.664,0.523,0.415,-17.334,31.677,31.494
0.645,0.495,0.379,-5.005,18.372,30.457
0.604,0.497,0.412,0.916,5.127,29.358
0.613,0.488,0.465,3.418,-5.249,27.527
0.609,0.479,0.535,3.784,-11.963,24.902
0.587,0.454,0.624,2.686,-14.832,22.644
0.572,0.430,0.712,2.014,-13.428,21.118
0.560,0.420,0.752,2.502,-9.583,21.057
0.547,0.424,0.763,5.676,-5.188,21.484
0.538,0.423,0.754,9.399,-1.221,22.156
0.536,0.418,0.716,12.695,2.380,22.827
0.529,0.419,0.656,11.414,5.066,23.926
0.541,0.432,0.623,6.165,6.653,25.574
0.540,0.434,0.628,0.488,6.958,26.306
0.527,0.425,0.655,-2.380,5.493,25.940
0.512,0.404,0.671,-0.244,3.845,25.269
0.512,0.383,0.667,3.418,3.418,26.245
0.533,0.359,0.663,6.958,3.662,28.259
0.551,0.348,0.669,9.949,2.075,30.823
0.574,0.369,0.671,12.817,-0.732,34.607
0.590,0.388,0.663,19.470,-2.136,38.818
0.561,0.435,0.660,26.489,-2.136,42.053

1.013,0.365,1.399,-26.978,-38.086,19.531
1.061,0.406,1.537,-24.414,-42.358,19.409
1.076,0.468,1.727,-25.879,-47.852,16.907
1.027,0.539,1.934,-26.367,-53.223,11.414
0.921,0.582,2.158,-23.621,-54.688,3.662
0.781,0.619,2.406,-24.536,-48.157,-6.104
0.613,0.597,2.609,-26.550,-32.654,-19.043
0.435,0.552,2.719,-29.114,-9.277,-33.203
0.250,0.475,2.725,-29.602,18.677,-45.532
0.066,0.349,2.700,-31.677,48.706,-54.932
-0.123,0.246,2.667,-44.250,79.163,-61.401
-0.327,0.189,2.613,-59.082,109.619,-66.284
-0.528,0.115,2.520,-66.467,139.648,-70.496
-0.695,0.035,2.377,-65.918,166.565,-74.219
-0.813,-0.005,2.181,-60.181,188.049,-76.233
-0.943,-0.032,1.968,-47.729,202.271,-75.745
-1.041,-0.143,1.753,-24.963,207.703,-72.327
-1.127,-0.218,1.590,-10.193,205.994,-66.589
-1.181,-0.265,1.487,-3.052,201.965,-58.960
-1.204,-0.302,1.409,6.042,200.928,-48.584
-1.222,-0.363,1.333,19.226,204.346,-34.973
-1.285,-0.477,1.266,33.691,211.243,-18.982
-1.396,-0.581,1.242,39.551,224.060,-2.075
-1.482,-0.585,1.234,37.048,244.812,17.517
-1.611,-0.628,1.146,36.743,274.963,41.199
-1.658,-0.678,0.892,38.757,311.829,67.383
-1.729,-0.595,0.692,39.001,346.008,96.130
-1.750,-0.451,0.363,43.762,375.000,127.686
-1.754,-0.318,-0.002,59.937,395.081,164.429
-1.761,-0.140,-0.359,68.420,403.137,201.843
-1.768,0.051,-0.749,64.575,399.658,234.558
-1.752,0.267,-1.135,44.678,386.353,260.498
-1.568,0.450,-1.456,16.479,366.821,280.396
-1.334,0.623,-1.611,-6.897,339.661,293.396
-1.213,0.799,-1.572,-20.142,304.443,297.791
-1.126,0.928,-1.360,-15.808,265.381,296.021
-1.129,1.015,-1.040,3.296,229.004,290.894
-1.165,1.040,-0.779,37.476,201.782,288.025
-1.172,1.077,-0.732,77.576,187.683,291.809
-1.174,1.144,-0.863,108.093,184.814,303.162
-1.217,1.204,-0.966,120.850,180.725,316.711
-1.287,1.232,-0.923,118.958,165.833,328.552
-1.345,1.171,-0.737,118.408,145.691,341.370
-1.456,1.161,-0.631,129.700,130.127,359.558
-1.577,1.298,-1.019,143.860,124.756,386.536
-1.479,1.719,-1.615,139.343,124.329,420.227
-1.375,2.086,-2.082,133.667,107.788,449.707
-1.174,2.528,-2.245,119.080,62.439,464.661
-0.974,2.915,-2.288,105.774,-8.911,457.275
-0.995,3.238,-2.143,107.300,-92.590,428.223
-1.151,3.455,-1.774,109.802,-171.692,377.747
-1.216,3.505,-1.304,106.323,-233.337,313.171
-1.134,3.451,-0.858,100.464,-270.691,243.103
-1.057,3.254,-0.478,105.286,-284.973,174.011
-0.987,2.975,-0.196,108.948,-282.959,110.718
-0.924,2.717,0.026,103.455,-272.095,60.303
-0.855,2.610,0.166,94.055,-255.066,22.705
-0.847,2.437,0.213,99.121,-236.816,-2.930
-0.800,2.350,0.205,100.403,-218.567,-21.118
-0.714,2.355,0.173,94.116,-202.148,-38.330
-0.608,2.408,0.120,87.646,-190.552,-56.091
-0.501,2.561,0.031,87.524,-184.814,-77.026
-0.377,2.679,-0.014,99.915,-186.340,-104.431
-0.334,2.803,-0.006,111.511,-195.496,-143.433
-0.349,2.788,0.096,114.624,-209.229,-193.665
-0.434,2.630,0.327,107.849,-222.717,-248.413
-0.589,2.438,0.609,87.891,-231.262,-302.185
-0.729,2.217,0.875,68.726,-233.398,-349.304
-0.834,1.971,1.069,62.744,-228.027,-387.878
-0.963,1.781,1.129,71.655,-217.957,-419.556
-0.990,1.679,1.074,88.562,-206.177,-444.580
-0.982,1.589,0.958,118.164,-195.679,-466.003
-1.046,1.482,0.832,151.917,-187.988,-488.037
-1.217,1.306,0.736,185.120,-181.946,-513.184
-1.484,1.041,0.674,209.412,-175.964,-541.321
-1.751,0.761,0.693,205.261,-169.006,-569.336
-1.998,0.436,0.698,159.363,-161.438,-593.201
-2.008,0.125,0.827,99.060,-156.799,-602.417
-1.893,-0.115,1.138,46.204,-161.682,-593.140
-1.840,-0.298,1.514,7.080,-168.213,-566.833
-1.868,-0.466,1.837,-0.977,-164.368,-527.710
-1.598,-0.619,1.967,29.053,-147.461,-480.835
-1.360,-0.875,1.797,94.421,-123.047,-429.138
-1.179,-1.075,1.434,143.066,-98.511,-378.479
-0.922,-1.151,1.045,151.123,-77.209,-329.834
-0.736,-1.140,0.730,129.761,-63.110,-281.738
-0.598,-1.019,0.601,89.661,-57.739,-235.352
-0.596,-0.925,0.607,45.532,-57.251,-193.970
-0.542,-0.847,0.718,7.935,-56.152,-160.339
-0.397,-0.875,0.791,-8.545,-51.147,-132.812
-0.293,-0.893,0.758,-5.676,-44.739,-105.591
-0.168,-0.859,0.716,0.366,-42.542,-75.012
-0.039,-0.763,0.749,4.395,-47.180,-41.321
0.047,-0.582,0.849,3.235,-56.885,-8.423
0.066,-0.359,0.947,1.709,-65.857,18.860
0.112,-0.158,0.992,3.662,-68.787,39.246
0.206,0.025,1.017,2.502,-65.308,54.199
0.243,0.179,1.013,2.869,-58.716,64.026
0.272,0.293,0.998,0.183,-48.523,68.481
0.328,0.376,0.958,-5.798,-35.583,67.749
0.369,0.415,0.893,-11.475,-23.010,62.866
0.443,0.412,0.817,-16.663,-12.512,55.603
0.479,0.400,0.773,-20.447,-6.348,48.096
0.499,0.374,0.756,-20.020,-4.761,41.687
0.500,0.370,0.747,-14.038,-6.165,37.476
0.510,0.372,0.762,-7.019,-8.118,35.706
0.532,0.385,0.790,-1.343,-9.399,35.950
0.528,0.405,0.783,1.282,-10.193,36.072
0.505,0.440,0.745,3.540,-9.766,35.889
0.514,0.441,0.702,4.150,-8.606,36.133
0.542,0.468,0.683,-0.061,-8.423,35.400
0.540,0.513,0.673,-3.967,-9.338,33.142
0.528,0.514,0.685,-4.333,-10.071,29.846
0.526,0.489,0.730,-5.493,-10.010,24.231
0.513,0.456,0.776,-7.019,-10.132,16.907
0.507,0.418,0.818,-5.066,-11.353,11.902
0.504,0.398,0.844,-0.610,-12.573,10.864
0.488,0.419,0.856,2.991,-13.306,11.780
0.471,0.437,0.865,7.080,-13.367,12.024

0.760,0.622,1.488,-27.466,-90.576,4.822
0.711,0.686,1.677,-24.658,-94.299,0.366
0.647,0.740,1.878,-26.550,-93.201,-7.629
0.571,0.752,2.036,-27.222,-86.365,-18.555
0.485,0.748,2.169,-24.353,-75.012,-28.748
0.367,0.709,2.254,-19.409,-62.012,-37.292
0.206,0.654,2.329,-17.883,-48.096,-46.448
0.055,0.578,2.421,-23.743,-33.081,-56.763
-0.144,0.500,2.495,-37.048,-14.099,-68.481
-0.336,0.410,2.549,-52.795,7.568,-80.017
-0.552,0.331,2.585,-68.542,31.921,-90.759
-0.831,0.292,2.594,-73.669,57.556,-99.426
-1.012,0.131,2.602,-58.472,84.534,-104.370
-1.103,-0.012,2.590,-43.762,111.145,-106.995
-1.178,-0.122,2.550,-31.799,134.766,-106.812
-1.270,-0.233,2.490,-15.747,158.447,-103.088
-1.339,-0.337,2.434,-2.136,182.739,-95.459
-1.391,-0.414,2.363,11.963,205.994,-85.022
-1.438,-0.466,2.228,30.518,231.506,-70.801
-1.515,-0.552,1.975,51.514,258.545,-51.147
-1.508,-0.570,1.723,61.218,288.269,-28.015
-1.490,-0.490,1.370,66.467,319.092,-2.686
-1.589,-0.518,0.956,70.618,341.980,25.635
-1.477,-0.488,0.674,40.100,359.131,52.246
-1.474,-0.424,0.464,4.333,370.056,74.707
-1.450,-0.329,0.310,-24.963,378.235,91.858
-1.403,-0.249,0.140,-32.288,382.446,107.239
-1.326,-0.175,-0.001,-19.165,381.531,122.986
-1.303,-0.125,-0.125,5.798,374.512,139.587
-1.316,-0.058,-0.196,31.738,363.403,155.273
-1.328,0.024,-0.243,55.237,352.600,169.556
-1.346,0.077,-0.297,74.158,344.482,184.265
-1.399,0.127,-0.386,85.754,338.379,200.073
-1.502,0.205,-0.602,85.022,336.731,217.834
-1.472,0.296,-0.875,75.867,337.036,240.479
-1.338,0.351,-1.069,69.702,331.421,265.869
-1.303,0.412,-1.193,63.721,315.552,289.917
-1.312,0.527,-1.233,55.481,293.823,311.829
-1.321,0.673,-1.206,55.054,269.836,333.374
-1.400,0.840,-1.260,61.218,245.544,353.210
-1.372,1.022,-1.326,60.547,224.976,370.178
-1.339,1.256,-1.458,60.120,204.468,383.118
-1.319,1.519,-1.729,59.082,181.580,392.395
-1.175,1.788,-1.883,53.284,152.710,396.973
-1.042,1.974,-1.854,60.547,109.497,392.883
-0.958,2.096,-1.714,77.820,53.040,377.502
-0.995,2.161,-1.489,100.891,-5.005,353.943
-1.065,2.111,-1.242,130.249,-52.002,329.163
-1.115,2.045,-1.087,155.273,-85.327,309.692
-1.109,1.972,-1.045,179.749,-109.314,297.546
-1.080,1.994,-1.046,194.153,-130.554,293.579
-1.019,2.163,-0.943,188.660,-152.588,295.166
-1.038,2.376,-0.755,168.457,-173.706,296.204
-1.115,2.674,-0.571,136.414,-186.890,289.917
-1.050,2.971,-0.480,106.079,-190.918,272.827
-0.918,3.234,-0.441,86.121,-191.589,243.164
-0.825,3.430,-0.382,71.655,-196.777,198.669
-0.788,3.498,-0.292,66.223,-207.336,141.052
-0.783,3.437,-0.177,71.960,-220.459,74.646
-0.785,3.231,-0.066,88.867,-234.314,5.615
-0.873,2.936,0.085,116.211,-247.681,-59.143
-0.923,2.589,0.262,138.367,-256.836,-113.708
-0.879,2.294,0.426,147.705,-258.057,-155.640
-0.852,2.028,0.532,149.170,-250.122,-184.387
-0.790,1.868,0.587,140.503,-234.924,-202.942
-0.699,1.768,0.564,128.235,-216.187,-215.149
-0.642,1.740,0.462,118.469,-198.792,-225.464
-0.581,1.784,0.378,107.666,-188.660,-236.694
-0.533,1.870,0.414,100.220,-189.880,-252.441
-0.495,1.948,0.652,95.398,-198.792,-276.306
-0.502,1.988,1.004,85.327,-205.017,-308.716
-0.605,2.005,1.290,70.313,-198.975,-347.900
-0.743,2.037,1.423,56.702,-182.007,-392.334
-0.960,2.058,1.387,56.152,-161.255,-440.918
-1.211,2.104,1.236,70.740,-145.264,-490.845
-1.567,2.039,1.119,101.868,-139.709,-540.955
-2.142,1.832,1.030,131.470,-141.846,-593.933
-2.488,1.513,0.988,146.362,-144.043,-646.973
-2.707,1.053,0.878,165.466,-141.357,-686.462
-2.841,0.567,0.801,181.885,-139.099,-703.369
-2.797,-0.039,0.736,173.645,-135.193,-696.899
-2.627,-0.652,0.769,144.836,-129.761,-670.532
-2.141,-1.172,0.944,100.098,-122.253,-629.822
-1.829,-1.669,1.176,66.345,-112.061,-572.876
-1.610,-2.016,1.395,42.969,-96.375,-503.113
-1.223,-2.148,1.497,33.875,-74.402,-424.805
-1.061,-2.227,1.411,50.537,-52.429,-340.149
-0.816,-2.213,1.209,72.876,-34.912,-257.141
-0.628,-2.041,0.976,79.163,-24.414,-180.054
-0.484,-1.828,0.713,65.308,-17.944,-106.873
-0.316,-1.391,0.590,19.043,-15.198,-40.710
-0.139,-0.952,0.552,-21.423,-16.785,13.245
-0.036,-0.543,0.528,-33.997,-23.926,52.490
0.022,-0.222,0.513,-24.597,-37.109,74.524
0.078,-0.015,0.533,-4.761,-53.284,83.435
0.136,0.122,0.603,10.315,-69.824,84.290
0.193,0.217,0.736,16.113,-83.923,79.651
0.221,0.273,0.879,18.066,-92.590,72.754
0.265,0.291,0.999,20.264,-93.750,65.796
0.330,0.284,1.079,21.362,-86.365,59.998
0.369,0.261,1.101,20.081,-73.181,56.641
0.410,0.263,1.102,9.399,-54.382,55.359
0.443,0.327,1.060,-6.226,-33.508,56.458
0.482,0.386,0.993,-19.165,-12.695,58.533
0.487,0.457,0.928,-27.466,4.578,58.838
0.491,0.526,0.861,-34.241,16.296,56.213
0.502,0.594,0.773,-30.273,21.362,50.110
0.521,0.620,0.692,-15.625,18.555,41.687
0.531,0.588,0.640,2.563,10.864,31.860
0.526,0.547,0.643,14.282,-0.061,22.034
0.518,0.483,0.689,25.024,-10.742,14.465
0.479,0.417,0.714,37.048,-18.494,10.803
0.434,0.361,0.703,44.922,-22.034,11.597
0.477,0.361,0.700,37.537,-22.644,14.587
0.498,0.393,0.725,22.034,-22.827,17.700
0.489,0.432,0.792,6.531,-22.766,18.066
0.471,0.454,0.865,-4.517,-20.874,15.808
0.459,0.445,0.902,-7.385,-17.090,12.329
0.458,0.406,0.906,-4.333,-12.085,9.155

0.632,0.571,1.636,-46.997,-65.369,25.330
0.616,0.691,1.754,-44.373,-63.171,26.917
0.592,0.806,1.869,-40.588,-58.594,23.376
0.523,0.906,1.956,-33.630,-52.368,14.465
0.461,0.928,2.050,-22.339,-44.556,2.563
0.371,0.905,2.164,-15.869,-34.973,-12.146
0.248,0.852,2.302,-15.259,-23.132,-30.884
0.093,0.740,2.413,-16.052,-7.202,-51.941
-0.072,0.592,2.471,-15.625,14.099,-72.754
-0.212,0.402,2.481,-14.038,39.673,-89.478
-0.382,0.244,2.437,-17.273,64.575,-101.257
-0.549,0.113,2.393,-24.353,86.304,-107.788
-0.705,0.017,2.386,-29.968,105.774,-108.765
-0.834,-0.070,2.397,-31.189,125.000,-104.858
-0.950,-0.145,2.393,-26.367,147.217,-97.107
-1.034,-0.251,2.339,-13.306,172.485,-87.158
-1.093,-0.331,2.219,0.671,199.585,-76.294
-1.212,-0.393,1.928,17.151,227.173,-63.477
-1.270,-0.491,1.561,30.273,253.906,-47.363
-1.237,-0.619,1.274,28.076,275.330,-30.396
-1.224,-0.741,1.092,13.672,287.842,-15.320
-1.259,-0.890,0.993,1.282,295.837,-0.427
-1.288,-1.042,0.909,-3.113,304.260,19.165
-1.284,-1.192,0.808,0.305,314.941,47.729
-1.302,-1.250,0.686,5.127,327.759,86.121
-1.405,-1.160,0.548,5.005,342.834,130.981
-1.552,-0.910,0.359,1.831,358.887,177.612
-1.651,-0.630,0.118,7.446,372.253,220.703
-1.679,-0.363,-0.100,16.541,379.761,255.493
-1.703,-0.094,-0.289,22.888,379.517,280.640
-1.725,0.125,-0.428,28.015,373.535,297.119
-1.754,0.261,-0.515,24.475,364.258,304.932
-1.803,0.347,-0.572,18.555,352.844,307.068
-1.882,0.337,-0.663,19.653,342.468,310.730
-1.905,0.326,-0.772,26.367,334.045,323.486
-1.965,0.352,-0.929,42.725,323.303,345.825
-2.043,0.398,-1.074,57.739,308.838,374.573
-2.104,0.500,-1.133,65.308,292.175,406.433
-2.180,0.697,-1.204,75.073,271.729,441.223
-2.263,1.072,-1.423,82.886,247.620,476.562
-2.223,1.571,-1.638,87.646,219.604,506.653
-2.167,2.038,-1.827,95.032,178.040,524.475
-2.053,2.472,-2.082,105.286,124.634,526.428
-1.786,2.945,-2.266,110.107,67.383,516.113
-1.487,3.270,-2.253,111.084,8.789,496.277
-1.457,3.690,-2.041,97.778,-55.237,456.238
-1.455,3.925,-1.719,78.918,-120.178,394.958
-1.459,3.952,-1.297,57.495,-170.959,316.467
-1.398,3.796,-0.894,44.189,-200.134,230.286
-1.363,3.514,-0.590,50.293,-210.693,153.076
-1.304,3.258,-0.410,68.848,-209.290,94.421
-1.252,3.070,-0.350,90.088,-199.829,52.124
-1.229,2.959,-0.412,109.314,-188.293,18.555
-1.211,2.877,-0.542,124.390,-181.458,-12.268
-1.167,2.762,-0.691,136.475,-183.228,-44.739
-1.158,2.654,-0.843,144.287,-194.580,-78.613
-1.084,2.490,-0.971,152.893,-213.867,-111.816
-1.012,2.277,-1.045,162.781,-240.295,-143.494
-0.983,2.061,-1.043,166.321,-271.179,-173.584
-0.982,1.811,-0.883,156.250,-304.749,-200.195
-0.900,1.597,-0.504,124.146,-337.708,-219.788
-0.821,1.550,0.015,76.599,-361.511,-229.065
-0.779,1.656,0.489,34.546,-368.225,-231.323
-0.886,1.826,0.808,12.451,-357.361,-236.877
-0.927,1.963,0.950,12.634,-338.562,-253.845
-0.938,1.998,0.971,26.794,-322.083,-283.752
-1.001,1.926,0.994,51.147,-312.744,-324.219
-1.099,1.765,1.062,79.895,-309.998,-370.117
-1.275,1.500,1.186,106.628,-307.068,-414.917
-1.538,1.287,1.270,121.521,-299.194,-455.200
-1.931,1.084,1.258,121.582,-285.217,-488.037
-1.984,1.116,1.256,107.483,-269.592,-516.357
-2.339,1.040,1.399,99.609,-258.057,-542.358
-2.632,0.638,1.494,94.116,-248.657,-563.965
-2.669,0.233,1.683,80.261,-236.877,-572.815
-2.488,-0.184,1.863,67.871,-218.628,-562.439
-2.150,-0.464,2.038,61.646,-193.848,-533.875
-1.729,-0.610,2.091,74.036,-162.781,-491.943
-1.590,-0.731,1.963,105.164,-128.662,-442.566
-1.545,-0.775,1.768,122.192,-93.567,-396.423
-1.353,-0.883,1.535,124.207,-61.157,-358.887
-1.157,-1.134,1.293,112.305,-35.217,-325.378
-0.925,-1.413,1.091,84.778,-17.212,-288.147
-0.641,-1.570,0.973,53.345,-6.653,-241.943
-0.349,-1.627,0.891,38.330,-2.380,-184.326
-0.168,-1.534,0.805,39.490,-2.258,-120.544
-0.039,-1.273,0.731,43.884,-4.333,-56.641
0.009,-0.903,0.679,35.217,-6.042,-1.099
0.073,-0.527,0.633,19.531,-6.531,40.039
0.208,-0.156,0.606,8.545,-7.385,67.505
0.282,0.120,0.594,10.254,-12.268,83.923
0.343,0.333,0.616,19.897,-20.203,89.966
0.354,0.463,0.681,33.875,-28.564,87.463
0.361,0.488,0.723,44.678,-33.630,80.872
0.400,0.460,0.765,44.922,-32.166,74.768
0.440,0.454,0.771,35.339,-23.743,71.411
0.465,0.464,0.715,23.071,-11.841,71.289
0.500,0.505,0.618,7.446,-0.366,73.730
0.580,0.592,0.544,-8.972,8.179,77.026
0.612,0.746,0.497,-19.653,10.254,78.552
0.639,0.873,0.468,-17.212,5.249,76.599
0.653,0.946,0.473,-3.662,-3.845,69.641
0.634,0.986,0.525,10.254,-14.160,57.861
0.609,0.983,0.609,20.752,-23.560,43.091
0.588,0.937,0.723,28.809,-28.992,27.100
0.559,0.863,0.831,35.645,-30.151,11.658
0.520,0.771,0.900,43.518,-26.550,-0.488
0.496,0.623,0.910,53.040,-17.944,-6.714
0.501,0.507,0.891,48.889,-7.874,-9.216
0.495,0.444,0.859,33.264,1.953,-7.568
0.489,0.415,0.812,15.503,12.329,-2.991
0.489,0.428,0.760,-1.282,21.301,3.662
0.511,0.470,0.712,-11.902,27.466,10.498
0.517,0.547,0.661,-13.550,29.541,15.137
0.517,0.639,0.605,-6.348,26.611,16.235
0.521,0.697,0.555,8.423,20.203,14.709
0.521,0.722,0.527,19.104,12.268,9.827
0.512,0.722,0.536,24.841,3.601,2.319
0.508,0.680,0.592,29.480,-3.967,-4.883

0.733,0.399,1.709,-42.664,-62.683,24.048
0.709,0.469,1.852,-46.753,-62.134,22.339
0.679,0.595,2.016,-54.565,-59.509,19.836
0.626,0.746,2.198,-62.256,-54.382,16.602
0.535,0.879,2.397,-68.665,-45.166,10.132
0.421,0.981,2.560,-75.562,-29.297,-1.892
0.290,1.003,2.687,-74.646,-6.104,-19.714
0.151,0.949,2.707,-66.650,20.630,-42.175
0.016,0.828,2.662,-60.425,48.340,-65.308
-0.134,0.677,2.596,-59.082,75.012,-86.792
-0.294,0.514,2.550,-62.500,99.060,-105.530
-0.482,0.320,2.501,-63.354,121.399,-121.582
-0.685,0.101,2.452,-57.068,142.578,-133.057
-0.871,-0.146,2.381,-45.593,163.025,-137.512
-1.033,-0.371,2.277,-30.640,183.105,-134.033
-1.150,-0.612,2.133,-12.207,202.698,-122.009
-1.219,-0.833,1.978,-0.305,221.497,-102.905
-1.291,-1.022,1.842,-0.427,238.525,-79.163
-1.396,-1.146,1.748,-8.911,254.761,-52.673
-1.510,-1.177,1.661,-22.095,273.865,-22.949
-1.612,-1.159,1.503,-27.832,295.593,8.179
-1.691,-1.155,1.273,-20.630,318.054,40.894
-1.782,-1.103,0.995,-14.587,338.196,73.120
-1.863,-1.026,0.715,-14.709,355.286,104.492
-1.902,-0.981,0.454,-16.907,368.408,136.841
-1.860,-0.848,0.325,-24.170,377.930,169.739
-2.022,-0.758,0.179,-21.118,382.385,204.468
-2.084,-0.565,0.112,-15.625,385.803,238.586
-2.160,-0.334,-0.046,-4.578,390.076,270.325
-2.271,-0.110,-0.327,14.221,393.616,303.040
-2.294,0.054,-0.575,22.766,393.677,333.618
-2.293,0.260,-0.776,15.991,388.184,358.093
-2.253,0.445,-0.958,7.324,383.667,379.150
-2.234,0.650,-1.079,5.188,381.104,399.231
-2.317,0.884,-1.269,16.113,374.756,417.786
-2.298,1.144,-1.610,43.335,363.831,437.622
-2.239,1.452,-1.819,85.632,340.332,456.299
-2.245,1.708,-1.968,135.986,294.495,468.262
-2.099,1.918,-1.943,184.204,233.643,472.534
-2.000,2.071,-1.742,217.163,168.152,470.581
-2.052,2.150,-1.516,231.812,108.093,463.745
-2.048,2.222,-1.392,220.398,63.354,455.933
-1.993,2.330,-1.422,193.054,34.058,447.571
-1.889,2.506,-1.495,156.921,9.705,437.500
-1.784,2.757,-1.544,120.911,-18.555,421.814
-1.630,3.045,-1.519,96.619,-53.894,397.461
-1.479,3.319,-1.439,85.510,-93.872,365.051
-1.387,3.587,-1.308,82.825,-133.911,324.585
-1.350,3.769,-1.101,82.581,-169.373,273.132
-1.347,3.915,-0.926,84.961,-195.801,209.595
-1.274,3.914,-0.792,102.295,-211.792,136.047
-1.229,3.793,-0.720,124.634,-220.581,56.885
-1.259,3.484,-0.709,146.729,-229.126,-20.752
-1.275,3.129,-0.694,160.400,-239.136,-91.125
-1.344,2.740,-0.699,169.128,-251.526,-149.170
-1.339,2.384,-0.681,171.631,-263.367,-193.054
-1.318,2.117,-0.646,162.842,-274.536,-225.891
-1.187,1.955,-0.551,141.418,-287.048,-249.329
-1.014,1.900,-0.349,107.178,-301.025,-265.259
-0.961,1.947,-0.087,74.890,-315.491,-278.748
-1.003,2.019,0.235,44.800,-325.256,-295.654
-1.061,2.120,0.569,13.184,-326.416,-321.289
-1.153,2.142,0.863,-7.080,-320.679,-355.652
-1.289,2.133,1.084,-11.108,-312.073,-395.874
-1.451,2.014,1.258,8.423,-302.979,-438.538
-1.659,1.865,1.420,46.143,-293.640,-481.140
-1.923,1.631,1.516,91.125,-282.349,-521.362
-2.182,1.347,1.523,133.606,-265.198,-557.495
-2.352,1.128,1.461,166.077,-243.774,-586.731
-2.570,0.917,1.362,179.077,-222.778,-608.032
-2.611,0.441,1.348,170.471,-206.482,-624.023
-2.730,0.079,1.469,146.240,-192.993,-628.540
-2.596,-0.403,1.617,118.774,-180.298,-616.272
-2.250,-0.727,1.754,83.313,-165.222,-584.473
-1.875,-0.984,1.782,79.468,-146.729,-534.851
-1.442,-1.096,1.716,99.731,-125.793,-475.891
-1.111,-1.162,1.530,136.841,-106.689,-414.917
-1.067,-1.191,1.346,167.847,-90.759,-358.765
-0.956,-1.205,1.178,177.063,-75.867,-310.608
-0.853,-1.327,1.026,161.438,-60.852,-267.395
-0.694,-1.442,0.947,118.958,-45.227,-225.464
-0.428,-1.454,0.899,68.359,-30.151,-180.725
-0.228,-1.396,0.810,36.072,-19.226,-131.958
-0.097,-1.224,0.734,21.240,-14.893,-81.848
0.035,-1.019,0.671,16.052,-17.151,-33.691
0.128,-0.752,0.601,16.541,-22.461,8.301
0.202,-0.481,0.566,18.494,-28.809,41.565
0.287,-0.188,0.593,16.479,-35.400,64.941
0.352,0.085,0.681,19.287,-42.053,78.979
0.380,0.287,0.743,32.654,-47.363,85.388
0.364,0.425,0.707,47.241,-49.744,86.121
0.393,0.525,0.617,49.622,-47.852,84.473
0.510,0.626,0.581,34.241,-44.556,82.214
0.562,0.738,0.615,17.944,-44.861,77.393
0.559,0.806,0.699,13.367,-47.791,67.871
0.558,0.813,0.773,18.555,-49.438,54.199
0.584,0.778,0.814,27.893,-47.424,38.757
