aX,aY,aZ,gX,gY,gZ
0.594,0.689,0.831,37.842,-41.809,24.048
0.576,0.588,0.834,42.419,-35.095,12.085
0.584,0.496,0.839,43.701,-29.114,5.127
0.573,0.442,0.826,43.823,-24.414,2.747
0.566,0.415,0.788,44.189,-20.691,3.601
0.548,0.426,0.735,42.236,-17.761,6.409
0.537,0.432,0.692,34.790,-15.503,9.644
0.540,0.469,0.694,20.020,-14.282,11.475
0.536,0.505,0.725,6.531,-14.221,11.536
0.521,0.526,0.766,1.892,-15.015,9.399
0.499,0.527,0.782,4.272,-16.052,5.554
0.493,0.514,0.789,9.155,-16.724,1.038
0.494,0.484,0.803,13.000,-17.151,-2.747
0.482,0.455,0.824,16.602,-18.188,-5.432
0.481,0.412,0.849,22.827,-19.287,-7.507
0.487,0.361,0.867,31.189,-20.264,-7.751
0.484,0.311,0.874,37.170,-20.569,-6.836
0.475,0.300,0.847,40.588,-19.043,-4.517
0.471,0.305,0.798,39.917,-15.015,-0.610
0.477,0.324,0.770,31.738,-11.475,3.357
0.475,0.358,0.770,19.348,-9.338,4.700
0.462,0.367,0.774,10.803,-8.057,4.150

0.691,0.301,1.791,-9.094,-54.626,0.244
0.657,0.344,1.957,-11.780,-50.781,-1.160
0.617,0.381,2.102,-12.512,-43.335,-4.456
0.552,0.382,2.212,-12.817,-32.593,-9.827
0.442,0.403,2.308,-17.578,-19.043,-17.456
0.336,0.384,2.435,-25.635,-3.052,-25.757
0.222,0.312,2.565,-35.889,17.212,-34.668
0.095,0.213,2.676,-49.500,43.762,-44.800
-0.063,0.146,2.696,-67.261,77.026,-53.955
-0.195,0.082,2.634,-81.787,113.953,-60.913
-0.332,0.057,2.483,-89.539,148.437,-66.101
-0.477,0.026,2.263,-86.975,176.514,-70.068
-0.594,-0.024,2.047,-76.843,196.228,-73.608
-0.721,-0.091,1.873,-61.279,205.566,-77.820
-0.844,-0.199,1.760,-38.879,204.651,-81.055
-0.968,-0.406,1.698,-11.230,199.890,-81.360
-1.103,-0.727,1.743,10.071,197.937,-77.454
-1.282,-1.073,1.887,15.686,204.712,-67.932
-1.504,-1.409,1.991,14.587,226.013,-48.279
-1.696,-1.667,1.909,10.376,264.404,-13.000
-1.821,-1.745,1.637,-5.493,314.819,38.269
-1.908,-1.601,1.199,-27.832,363.525,98.145
-1.954,-1.430,0.706,-38.147,399.780,158.569
-1.955,-1.152,0.233,-48.279,419.861,213.745
-1.917,-0.799,-0.200,-56.091,425.964,259.583
-1.906,-0.438,-0.525,-47.058,419.739,297.913
-1.935,-0.113,-0.709,-27.466,401.428,326.721
-1.982,0.153,-0.764,1.160,376.282,345.581
-2.094,0.257,-0.734,37.415,351.501,357.788
-2.195,0.263,-0.684,66.528,331.482,368.408
-2.293,0.238,-0.609,84.412,317.444,384.521
-2.413,0.254,-0.524,94.727,307.312,410.400
-2.616,0.381,-0.521,106.567,301.025,444.336
-2.794,0.572,-0.652,113.708,297.180,483.215
-2.834,0.902,-0.946,108.398,290.161,520.813
-2.805,1.320,-1.376,104.248,273.193,553.467
-2.623,1.726,-1.850,107.422,239.929,578.247
-2.328,2.170,-2.168,101.196,187.378,591.248
-2.151,2.637,-2.250,94.788,118.042,588.013
-2.056,3.019,-2.171,103.149,40.344,567.993
-1.939,3.355,-2.003,118.958,-34.180,534.546
-1.755,3.662,-1.732,135.498,-101.379,492.371
-1.612,3.924,-1.389,147.827,-160.706,439.270
-1.513,4.000,-1.036,146.851,-209.595,374.878
-1.432,4.000,-0.666,133.667,-239.929,299.377
-1.345,4.000,-0.348,122.986,-248.535,214.722
-1.286,4.000,-0.159,112.671,-240.906,124.390
-1.285,3.874,-0.065,111.023,-225.952,35.889
-1.271,3.516,-0.089,121.094,-210.754,-42.847
-1.266,3.093,-0.152,136.475,-199.707,-107.178
-1.296,2.741,-0.229,144.897,-195.679,-156.189
-1.278,2.442,-0.253,142.700,-198.120,-192.505
-1.264,2.188,-0.217,135.315,-204.773,-218.506
-1.198,2.008,-0.187,126.587,-212.219,-236.694
-1.011,1.894,-0.160,117.188,-218.323,-248.657
-0.850,1.922,-0.135,103.333,-223.511,-259.460
-0.832,1.996,-0.107,87.463,-229.614,-274.841
-0.836,2.061,-0.047,75.623,-236.084,-298.340
-0.818,2.066,0.050,66.528,-244.568,-330.078
-0.921,2.001,0.207,64.209,-255.676,-367.004
-1.110,1.888,0.419,64.392,-267.883,-406.067
-1.257,1.764,0.692,61.646,-276.611,-445.129
-1.454,1.623,0.922,61.951,-277.588,-481.873
-1.696,1.406,1.108,68.115,-267.883,-515.015
-1.957,1.232,1.279,64.697,-250.916,-544.495
-2.227,1.093,1.389,57.678,-234.009,-568.298
-2.713,0.721,1.357,62.988,-220.764,-587.158
-2.605,0.531,1.326,64.514,-210.754,-603.333
-2.573,0.342,1.404,82.886,-205.261,-608.398
-2.524,-0.133,1.335,121.338,-202.759,-598.083
-2.298,-0.467,1.359,136.902,-197.327,-575.317
-2.070,-0.796,1.389,140.747,-184.998,-541.748
-1.783,-1.031,1.419,134.644,-165.833,-500.916
-1.475,-1.185,1.456,123.596,-142.822,-454.346
-1.250,-1.273,1.461,117.004,-118.164,-403.992
-1.176,-1.249,1.487,107.849,-91.919,-352.905
-1.119,-1.221,1.419,88.257,-63.843,-304.077
-0.916,-1.233,1.277,64.575,-37.048,-258.240
-0.635,-1.238,1.122,36.804,-16.541,-213.379
-0.408,-1.124,0.996,10.681,-7.324,-167.603
-0.261,-1.007,0.941,4.089,-7.812,-123.474
-0.154,-0.870,0.873,11.353,-13.794,-83.618
-0.054,-0.679,0.796,18.494,-20.752,-48.279
0.039,-0.505,0.730,22.156,-27.161,-19.165
0.089,-0.336,0.695,21.057,-34.180,0.977
0.143,-0.169,0.702,18.311,-41.504,13.977
0.207,-0.057,0.725,21.912,-48.950,22.034
0.281,0.010,0.774,29.480,-56.396,27.161
0.312,0.043,0.843,37.170,-62.195,30.945
0.319,0.057,0.902,41.870,-64.270,35.339
0.343,0.072,0.949,40.466,-61.157,41.992
0.397,0.108,0.997,33.081,-52.185,50.354
0.442,0.189,1.035,22.339,-38.635,57.922
0.454,0.277,1.029,13.123,-23.193,62.622
0.474,0.356,0.995,3.784,-9.277,64.453
0.521,0.441,0.959,-4.089,1.404,64.270
0.533,0.527,0.918,-9.277,9.216,62.683
0.537,0.609,0.889,-14.038,13.428,59.082
0.553,0.683,0.857,-13.245,14.404,53.528
0.554,0.717,0.795,-4.639,14.771,46.631
0.550,0.718,0.730,4.578,14.343,38.574
0.538,0.710,0.683,6.775,11.719,28.259
0.518,0.696,0.679,7.507,5.981,16.968
0.509,0.609,0.721,14.648,-1.343,6.104
0.499,0.515,0.773,22.766,-6.531,-2.991
0.480,0.410,0.814,29.724,-10.254,-8.301
0.474,0.313,0.856,32.104,-10.803,-9.521
0.477,0.243,0.877,28.198,-8.423,-6.592
0.471,0.235,0.879,20.508,-3.723,-1.099
0.461,0.263,0.848,14.893,2.197,5.737
0.449,0.294,0.783,12.451,7.874,12.085
0.460,0.329,0.702,9.521,10.437,14.954
0.485,0.350,0.653,3.784,10.010,15.686
0.505,0.376,0.652,-0.244,5.188,15.564
0.499,0.398,0.673,0.305,-1.343,14.954
0.494,0.423,0.717,3.052,-6.348,13.977
0.484,0.422,0.763,10.193,-9.521,13.062
0.483,0.406,0.799,17.151,-11.414,10.925
0.491,0.381,0.822,22.400,-11.414,8.789

0.739,-0.157,2.012,-22.217,-50.903,-23.010
0.637,-0.137,2.239,-22.461,-46.204,-17.761
0.531,-0.139,2.433,-21.729,-34.607,-12.024
0.421,-0.142,2.583,-26.611,-14.832,-7.690
0.339,-0.126,2.673,-35.217,9.827,-4.272
0.284,-0.105,2.690,-39.856,37.537,-2.075
0.146,-0.094,2.661,-39.673,63.904,-1.953
-0.024,-0.045,2.631,-45.654,87.402,-6.165
-0.192,-0.021,2.616,-52.490,108.704,-15.198
-0.359,-0.038,2.592,-56.335,128.784,-27.039
-0.509,-0.087,2.550,-57.007,150.208,-39.673
-0.673,-0.148,2.489,-54.443,172.974,-51.392
-0.861,-0.208,2.405,-50.415,197.266,-60.547
-1.017,-0.323,2.275,-33.630,223.145,-63.965
-1.161,-0.548,2.107,-6.897,248.291,-59.692
-1.348,-0.830,1.908,10.315,272.034,-49.377
-1.548,-1.088,1.666,18.372,295.532,-30.029
-1.706,-1.288,1.375,18.127,318.237,1.038
-1.782,-1.375,1.047,14.465,335.693,44.128
-1.813,-1.379,0.717,14.832,344.299,95.276
-1.813,-1.275,0.462,13.977,343.262,147.522
-1.829,-1.095,0.246,21.545,335.815,197.632
-1.875,-0.864,0.078,27.832,325.989,242.737
-1.953,-0.571,-0.032,23.926,316.528,281.860
-2.075,-0.255,-0.205,12.390,310.852,315.857
-2.122,0.027,-0.440,-8.545,311.462,344.604
-2.032,0.258,-0.617,-46.570,316.895,365.967
-1.924,0.484,-0.650,-87.280,321.167,377.502
-1.943,0.646,-0.615,-109.192,324.951,381.836
-2.002,0.705,-0.600,-113.647,331.726,382.141
-2.081,0.789,-0.860,-100.220,339.417,382.996
-2.024,0.943,-1.531,-72.876,343.689,394.531
-1.818,1.224,-2.113,-53.528,332.825,415.222
-1.587,1.556,-2.279,-28.687,289.551,429.138
-1.454,1.714,-2.110,22.522,218.933,432.434
-1.467,1.863,-1.687,89.661,142.151,428.650
-1.683,1.919,-1.256,150.269,83.008,418.152
-1.792,1.923,-1.103,191.101,51.147,407.288
-1.698,1.970,-1.430,200.378,39.917,402.588
-1.377,2.167,-1.893,178.589,30.945,406.006
-1.163,2.412,-2.104,142.395,4.395,409.607
-1.080,2.724,-2.009,101.563,-42.786,405.090
-1.185,3.013,-1.786,72.571,-99.243,386.597
-1.290,3.150,-1.452,64.636,-152.283,352.417
-1.304,3.163,-1.112,73.120,-195.923,302.856
-1.240,3.035,-0.772,97.290,-225.464,245.056
-1.154,2.848,-0.446,119.507,-241.089,188.293
-1.063,2.699,-0.162,126.465,-245.239,140.808
-0.969,2.671,0.046,123.413,-239.929,105.347
-0.906,2.736,0.157,121.033,-227.051,76.721
-0.889,2.804,0.200,123.596,-212.402,46.997
-0.875,2.852,0.164,125.671,-201.355,10.437
-0.814,2.828,0.097,130.676,-194.763,-30.823
-0.739,2.747,0.039,138.062,-193.481,-75.439
-0.626,2.658,-0.009,142.639,-198.120,-119.995
-0.557,2.557,0.004,142.822,-207.092,-163.818
-0.563,2.454,0.124,136.597,-219.543,-207.092
-0.651,2.333,0.284,127.747,-230.408,-247.803
-0.722,2.208,0.498,114.929,-236.816,-286.804
-0.811,2.067,0.770,96.191,-237.427,-324.158
-0.992,1.913,1.076,75.867,-232.300,-359.985
-1.142,1.780,1.368,61.340,-220.520,-391.663
-1.220,1.678,1.542,59.875,-201.294,-418.579
-1.258,1.584,1.574,75.867,-177.063,-442.932
-1.346,1.469,1.523,103.088,-153.992,-468.323
-1.518,1.252,1.401,131.714,-135.803,-493.774
-1.404,1.265,1.242,147.217,-119.568,-519.043
-1.494,1.180,1.041,168.640,-104.492,-543.274
-1.766,1.013,0.770,200.256,-94.482,-564.697
-2.125,0.771,0.585,201.050,-93.079,-587.952
-2.434,0.559,0.610,156.982,-96.130,-611.328
-2.701,0.204,0.746,97.412,-101.501,-630.432
-2.440,-0.123,0.967,38.757,-107.300,-637.451
-2.340,-0.560,1.138,21.179,-113.586,-622.925
-2.174,-0.906,1.318,26.184,-115.601,-587.891
-1.872,-1.195,1.388,59.448,-112.549,-536.926
-1.508,-1.464,1.337,111.755,-105.530,-477.051
-1.247,-1.738,1.257,155.945,-95.947,-413.513
-1.006,-1.886,1.214,164.917,-82.031,-350.525
-0.831,-1.941,1.132,146.484,-61.768,-285.706
-0.599,-1.861,1.001,106.873,-37.964,-219.421
-0.396,-1.698,0.926,61.951,-16.296,-154.724
-0.275,-1.484,0.850,25.452,0.305,-96.252
-0.108,-1.217,0.745,2.991,10.803,-45.044
0.005,-0.955,0.602,-4.150,14.099,-3.723
0.119,-0.683,0.493,-4.089,10.193,26.855
0.208,-0.426,0.452,-2.258,0.916,49.011
0.299,-0.187,0.445,1.709,-11.475,64.026
0.363,-0.018,0.467,12.268,-27.466,73.181
0.411,0.093,0.521,21.362,-43.213,77.576
0.471,0.188,0.606,20.874,-55.481,79.773
0.526,0.259,0.720,12.695,-62.439,82.458
0.526,0.362,0.852,0.061,-63.293,84.290
0.538,0.426,0.972,-10.315,-57.312,84.290
0.571,0.487,1.061,-19.043,-44.922,81.665
0.599,0.544,1.099,-23.193,-28.992,75.500
0.620,0.589,1.050,-18.616,-11.658,67.627
0.655,0.589,0.924,-6.287,3.784,58.960
0.650,0.605,0.808,0.427,13.672,48.279
0.640,0.620,0.724,0.610,16.663,36.926
0.630,0.586,0.676,3.418,14.771,26.001
0.615,0.538,0.668,5.310,10.559,15.137
0.584,0.484,0.666,4.883,5.554,5.737
0.568,0.425,0.669,3.479,0.916,-0.549
0.586,0.367,0.688,3.235,-3.357,-2.869
0.572,0.312,0.710,6.714,-8.057,-3.357
0.574,0.267,0.729,12.085,-13.306,-2.930
0.573,0.232,0.746,19.043,-17.639,-0.854
0.545,0.216,0.775,25.330,-21.240,1.892
0.521,0.232,0.797,30.090,-22.827,4.639
0.501,0.250,0.819,33.997,-23.071,6.531
0.491,0.254,0.850,35.217,-22.949,6.409
0.486,0.248,0.871,32.776,-21.240,4.944
0.479,0.234,0.867,26.001,-17.639,3.540
0.497,0.223,0.863,15.686,-13.245,3.723
0.513,0.215,0.869,5.859,-9.338,5.737
0.525,0.226,0.889,-0.183,-6.104,8.972
0.506,0.238,0.880,-1.648,-2.441,11.902
0.504,0.246,0.835,-0.549,1.831,14.038

0.802,0.161,1.863,-35.645,-21.118,0.488
0.795,0.251,2.006,-39.001,-16.541,2.625
0.748,0.336,2.179,-37.781,-9.888,0.610
0.646,0.401,2.380,-38.330,1.160,-5.798
0.514,0.440,2.572,-42.175,20.630,-17.334
0.351,0.415,2.686,-44.495,47.546,-33.691
0.170,0.334,2.683,-43.640,79.834,-52.856
0.024,0.184,2.574,-42.053,113.525,-70.862
-0.122,0.010,2.440,-43.152,144.958,-83.862
-0.333,-0.138,2.322,-49.622,172.852,-92.590
-0.574,-0.311,2.206,-50.537,198.242,-97.473
-0.826,-0.613,2.090,-39.368,221.252,-97.717
-1.059,-1.046,1.942,-23.010,242.798,-89.600
-1.248,-1.363,1.764,-23.071,263.855,-69.397
-1.387,-1.531,1.483,-25.452,282.104,-34.546
-1.457,-1.571,1.068,-16.296,292.664,12.878
-1.388,-1.528,0.651,-7.019,291.321,66.772
-1.298,-1.384,0.315,-5.432,277.954,118.103
-1.264,-1.166,0.133,-13.550,257.568,164.551
-1.254,-0.881,0.078,-29.236,237.000,205.444
-1.264,-0.599,0.115,-43.579,221.985,238.647
-1.347,-0.398,0.210,-52.551,216.736,263.123
-1.454,-0.257,0.335,-60.242,222.839,281.128
-1.597,-0.215,0.418,-60.059,238.892,296.631
-1.771,-0.194,0.366,-48.340,263.306,315.186
-1.967,-0.114,0.151,-25.940,291.199,341.553
-2.115,0.076,-0.191,-1.038,313.965,375.183
-2.270,0.420,-0.849,16.602,325.623,412.109
-2.117,0.812,-1.550,-0.061,325.989,446.106
-1.914,1.217,-1.879,-42.175,307.190,464.844
-1.834,1.584,-1.792,-68.909,263.733,466.309
-1.770,1.790,-1.476,-48.218,208.557,458.923
-1.802,1.864,-1.041,8.240,160.522,448.120
-1.901,1.871,-0.693,72.937,130.066,437.927
-1.955,1.902,-0.568,131.165,116.821,431.946
-1.851,2.048,-0.759,176.819,111.206,432.617
-1.715,2.260,-0.955,208.984,99.731,437.378
-1.679,2.476,-1.021,223.206,70.862,435.913
-1.686,2.702,-1.072,220.093,30.945,425.232
-1.569,2.866,-1.105,213.318,-7.568,407.898
-1.469,3.070,-1.147,199.585,-44.678,383.423
-1.341,3.310,-1.087,170.654,-84.167,351.868
-1.241,3.533,-0.859,127.197,-125.366,313.843
-1.236,3.913,-0.673,74.402,-161.621,269.104
-1.048,4.000,-0.486,54.932,-186.890,218.689
-1.042,4.000,-0.337,97.473,-209.106,152.649
-1.218,4.000,-0.092,120.178,-230.469,62.317
-1.348,3.891,0.188,120.239,-241.821,-38.147
-1.457,3.403,0.391,115.417,-237.976,-135.132
-1.484,2.847,0.468,117.188,-222.107,-213.318
-1.417,2.332,0.506,121.338,-205.688,-265.564
-1.270,1.961,0.511,125.000,-194.214,-296.143
-1.058,1.738,0.495,129.456,-186.951,-312.988
-0.884,1.565,0.470,141.479,-183.472,-322.571
-0.746,1.437,0.530,149.719,-182.190,-329.468
-0.645,1.347,0.736,138.062,-181.274,-335.571
-0.560,1.327,1.060,102.905,-175.537,-342.468
-0.472,1.409,1.383,56.274,-161.499,-352.234
-0.484,1.526,1.569,22.583,-139.099,-368.347
-0.521,1.639,1.625,9.460,-115.540,-394.165
-0.629,1.667,1.590,15.747,-96.619,-431.030
-0.923,1.560,1.431,36.682,-83.923,-477.112
-1.128,1.409,1.269,60.852,-76.233,-530.518
-1.538,1.184,1.085,102.356,-71.472,-583.069
-2.062,0.781,0.902,147.339,-70.129,-629.150
-2.519,0.272,0.893,158.081,-71.289,-667.969
-2.751,-0.252,1.000,135.498,-69.153,-693.115
-2.794,-0.616,1.116,84.961,-65.186,-697.876
-2.495,-0.766,1.237,38.635,-65.186,-680.054
-2.359,-1.050,1.234,30.273,-68.481,-638.916
-2.157,-1.140,1.290,12.939,-74.707,-586.670
-1.823,-1.136,1.356,1.465,-82.397,-529.053
-1.517,-1.149,1.318,16.357,-88.501,-469.971
-1.378,-1.208,1.178,46.570,-87.585,-416.687
-1.275,-1.423,1.010,69.275,-80.017,-375.183
-1.074,-1.757,0.880,75.500,-69.641,-339.600
-0.865,-2.067,0.816,64.575,-58.777,-297.424
-0.627,-2.234,0.769,45.898,-47.913,-241.333
-0.361,-2.202,0.718,26.978,-38.330,-172.180
-0.156,-2.003,0.666,12.329,-33.752,-97.778
-0.032,-1.673,0.631,0.488,-34.485,-26.611
0.062,-1.260,0.660,-11.475,-37.964,33.813
0.122,-0.811,0.714,-21.423,-40.894,81.360
0.184,-0.397,0.762,-27.161,-41.443,116.028
0.263,0.015,0.817,-29.968,-39.551,138.550
0.363,0.398,0.844,-28.809,-35.889,150.085
0.454,0.691,0.856,-15.991,-31.799,150.024
0.472,0.880,0.864,-0.183,-27.954,136.719
0.471,0.960,0.867,8.545,-24.048,111.511
0.522,0.934,0.855,11.719,-19.409,80.261
0.608,0.808,0.840,14.587,-15.991,50.476
0.640,0.642,0.835,19.958,-13.306,27.344
0.630,0.523,0.841,21.423,-11.597,14.038
0.620,0.438,0.844,20.325,-9.094,8.118
0.610,0.375,0.845,19.348,-7.141,5.676
0.583,0.325,0.841,17.090,-5.554,4.700
0.570,0.281,0.817,13.306,-4.700,5.188
0.559,0.267,0.802,7.263,-3.845,6.653
0.549,0.266,0.776,5.005,-4.456,8.362
0.554,0.270,0.751,8.301,-6.592,10.620
0.545,0.259,0.739,14.160,-10.315,12.146
0.514,0.259,0.758,17.151,-14.832,12.634
0.505,0.251,0.785,17.822,-18.372,12.512
0.495,0.265,0.854,17.090,-20.447,12.329
0.487,0.274,0.931,17.578,-21.057,12.085
0.485,0.288,0.984,18.677,-18.616,11.841
0.478,0.302,0.991,18.982,-14.160,11.597
0.475,0.313,0.953,18.555,-8.545,11.230
0.489,0.330,0.894,17.273,-4.089,11.353
0.483,0.327,0.841,17.761,-1.770,11.353
0.482,0.325,0.804,16.785,-1.160,10.681
0.488,0.306,0.783,15.930,-1.831,9.827
0.478,0.286,0.773,14.282,-2.991,8.179
0.485,0.256,0.784,12.329,-3.723,6.958
0.501,0.229,0.799,11.658,-4.395,6.531
0.500,0.210,0.812,8.728,-4.944,7.080
0.500,0.205,0.828,4.822,-5.249,8.728
0.501,0.221,0.834,3.662,-5.554,10.986
0.507,0.237,0.825,6.470,-6.409,12.817

0.750,0.422,1.656,-17.395,-54.382,0.610
0.704,0.473,1.867,-18.616,-53.162,-3.540
0.655,0.461,2.084,-22.217,-44.434,-12.695
0.585,0.424,2.246,-27.771,-29.114,-26.917
0.530,0.325,2.330,-32.227,-8.911,-41.382
0.493,0.220,2.358,-35.278,13.550,-51.819
0.426,0.122,2.329,-35.889,35.217,-57.678
0.331,0.046,2.304,-39.673,54.871,-60.913
0.193,-0.011,2.288,-49.927,74.951,-64.453
0.007,-0.086,2.284,-62.683,96.252,-69.946
-0.171,-0.134,2.249,-81.726,117.188,-77.393
-0.322,-0.213,2.199,-95.947,137.085,-84.961
-0.471,-0.328,2.140,-101.379,153.931,-90.210
-0.612,-0.452,2.092,-100.830,167.053,-91.797
-0.784,-0.543,2.068,-94.604,179.749,-87.769
-0.924,-0.638,2.054,-85.327,192.932,-78.003
-1.040,-0.710,2.031,-74.829,207.153,-65.063
-1.145,-0.790,2.002,-65.063,223.267,-50.964
-1.259,-0.863,1.938,-56.885,242.249,-35.339
-1.368,-0.924,1.820,-51.514,263.611,-16.174
-1.454,-0.997,1.638,-46.814,289.062,7.568
-1.503,-1.020,1.411,-47.180,315.613,35.828
-1.523,-0.952,1.162,-47.302,338.745,67.993
-1.533,-0.841,0.879,-34.790,356.628,103.516
-1.576,-0.702,0.597,-15.869,368.042,139.099
-1.656,-0.498,0.281,-3.479,372.375,173.096
-1.715,-0.293,-0.093,0.061,373.047,205.261
-1.692,-0.114,-0.447,-11.658,370.850,233.582
-1.662,0.053,-0.726,-38.452,361.450,255.066
-1.575,0.222,-0.863,-65.796,343.750,269.775
-1.491,0.332,-0.847,-71.289,321.594,280.029
-1.516,0.350,-0.713,-55.847,300.293,287.659
-1.602,0.386,-0.496,-36.194,286.377,296.509
-1.713,0.412,-0.302,-9.338,284.729,311.768
-1.893,0.470,-0.275,27.466,294.373,335.632
-2.079,0.635,-0.571,62.012,311.890,367.126
-2.141,0.952,-1.101,73.059,331.543,402.588
-2.052,1.321,-1.509,64.636,339.417,431.458
-2.030,1.669,-1.699,68.176,321.655,445.251
-2.007,1.826,-1.794,103.516,276.672,446.899
-1.899,1.974,-1.820,148.926,216.492,440.552
-1.815,2.120,-1.889,190.613,154.541,431.458
-1.623,2.267,-1.945,208.435,100.220,424.011
-1.476,2.449,-1.931,199.280,48.462,414.734
-1.439,2.633,-1.831,180.237,-4.517,397.644
-1.384,2.838,-1.659,160.400,-57.922,371.460
-1.283,3.007,-1.440,155.273,-109.619,338.013
-1.177,3.196,-1.176,161.987,-154.419,298.889
-1.088,3.365,-0.958,175.171,-189.514,255.310
-1.039,3.455,-0.768,180.359,-213.867,205.566
-1.003,3.518,-0.586,164.978,-226.318,148.682
-0.972,3.538,-0.426,137.634,-228.699,87.952
-0.967,3.515,-0.296,114.868,-225.769,24.414
-0.983,3.395,-0.224,104.370,-222.229,-38.452
-1.010,3.161,-0.173,106.506,-221.313,-99.121
-1.003,2.933,-0.063,104.431,-224.487,-152.954
-0.937,2.715,0.081,103.455,-230.042,-196.838
-0.818,2.525,0.242,109.558,-235.107,-230.957
-0.691,2.373,0.354,114.502,-234.741,-257.812
-0.571,2.256,0.391,115.479,-226.807,-280.823
-0.463,2.177,0.382,108.398,-215.881,-303.894
-0.420,2.113,0.378,95.093,-207.397,-329.285
-0.438,2.074,0.463,79.102,-205.872,-357.239
-0.493,2.035,0.659,60.608,-210.754,-388.428
-0.650,2.019,0.838,44.495,-216.187,-424.011
-0.870,1.965,0.970,37.659,-217.224,-465.149
-1.191,1.826,1.003,43.335,-215.393,-511.414
-1.756,1.472,0.954,51.575,-214.111,-561.096
-2.082,1.301,0.982,45.349,-216.064,-612.000
-2.554,0.982,0.995,66.772,-220.154,-653.442
-2.935,0.477,0.837,106.018,-223.511,-679.993
-3.174,0.122,0.830,129.211,-230.347,-692.566
-3.279,-0.397,0.963,133.667,-240.356,-691.467
-2.963,-0.959,1.236,115.417,-247.009,-673.889
-2.523,-1.709,1.526,91.919,-242.920,-632.629
-2.120,-2.200,1.870,66.040,-222.168,-563.904
-1.689,-2.316,2.060,39.795,-184.082,-472.656
-1.289,-2.191,1.972,39.978,-137.085,-370.850
-1.067,-1.948,1.688,54.504,-92.468,-278.564
-0.901,-1.685,1.347,62.317,-58.655,-207.397
-0.677,-1.503,0.996,59.143,-37.476,-152.954
-0.502,-1.315,0.715,39.734,-28.381,-106.567
-0.311,-1.088,0.521,9.033,-29.785,-63.232
-0.136,-0.819,0.444,-21.912,-39.612,-23.010
0.033,-0.496,0.483,-42.542,-56.213,9.827
0.140,-0.157,0.615,-36.316,-78.369,33.203
0.170,0.071,0.742,0.061,-101.624,46.814
0.196,0.267,0.902,40.039,-120.483,50.354
0.233,0.347,1.074,72.205,-131.348,46.082
0.294,0.347,1.262,88.074,-132.141,38.635
0.357,0.331,1.435,89.111,-121.521,31.250
0.393,0.299,1.542,85.632,-99.915,26.245
0.401,0.279,1.549,79.712,-70.007,24.292
0.371,0.284,1.415,68.909,-36.255,25.208
0.394,0.298,1.198,48.218,-5.188,27.771
0.445,0.324,1.006,15.198,17.639,30.029
0.476,0.393,0.916,-20.691,29.968,30.518
0.472,0.448,0.889,-43.701,33.630,28.809
0.458,0.473,0.859,-45.837,31.860,24.536
0.449,0.487,0.801,-33.142,27.588,18.860
0.435,0.458,0.729,-12.085,21.606,12.878
0.445,0.415,0.679,8.423,12.878,7.080
0.464,0.367,0.679,24.414,1.587,2.991
0.454,0.307,0.725,37.048,-8.728,1.160
0.433,0.275,0.766,41.443,-16.052,1.099
0.422,0.264,0.786,36.072,-19.226,3.296
0.445,0.298,0.805,20.264,-19.287,7.019
0.460,0.357,0.858,2.502,-17.334,10.071
0.461,0.395,0.912,-9.338,-14.526,11.047
0.457,0.404,0.948,-11.230,-10.132,9.277
0.448,0.374,0.940,-5.310,-5.737,5.920
0.439,0.321,0.913,4.333,-2.869,3.418
0.435,0.276,0.882,13.306,-2.075,3.174
0.432,0.265,0.880,19.836,-3.296,4.578
0.425,0.265,0.896,27.039,-4.883,7.080
0.411,0.269,0.900,34.973,-6.165,9.644
0.427,0.287,0.883,40.710,-6.104,11.353
0.410,0.282,0.845,42.236,-4.883,12.329
0.412,0.305,0.817,33.386,-3.784,13.000

0.649,0.359,1.825,-7.812,-71.167,13.489
0.596,0.432,2.033,-5.310,-72.021,11.414
0.522,0.481,2.264,-5.127,-65.796,5.310
0.408,0.480,2.489,-6.104,-50.598,-4.456
0.284,0.458,2.630,-8.118,-26.855,-17.090
0.158,0.387,2.648,-3.296,1.587,-30.396
-0.003,0.284,2.552,5.615,30.762,-42.480
-0.133,0.120,2.463,11.475,56.580,-53.345
-0.289,-0.021,2.391,7.874,76.965,-63.599
-0.478,-0.158,2.363,2.502,94.910,-71.777
-0.672,-0.326,2.334,0.977,113.586,-76.294
-0.838,-0.475,2.257,2.808,133.606,-77.454
-0.961,-0.632,2.112,12.085,154.358,-73.914
-1.062,-0.797,1.934,26.245,173.706,-64.148
-1.145,-0.905,1.734,39.001,189.880,-49.072
-1.246,-1.002,1.494,52.612,203.613,-27.893
-1.324,-1.169,1.250,59.448,216.492,-1.892
-1.362,-1.257,1.063,47.180,227.112,26.978
-1.379,-1.232,0.935,25.940,235.718,59.265
-1.385,-1.165,0.820,13.245,243.347,95.459
-1.436,-1.033,0.711,6.592,250.916,132.202
-1.525,-0.857,0.615,4.211,259.399,168.030
-1.668,-0.705,0.516,7.324,269.043,201.904
-1.846,-0.550,0.375,8.972,279.541,234.619
-1.974,-0.442,0.141,11.841,291.138,268.433
-2.045,-0.371,-0.103,10.315,301.636,304.687
-2.100,-0.233,-0.297,-0.061,308.350,340.454
-2.203,-0.049,-0.484,-9.460,310.791,376.160
-2.321,0.172,-0.759,-12.756,310.120,410.950
