aX,aY,aZ,gX,gY,gZ
-0.298,1.537,3.132,-105.408,-217.529,-27.283
-0.213,1.517,3.570,-82.031,-160.217,-40.833
-0.202,1.545,3.804,-55.908,-88.928,-55.176
-0.235,1.552,3.746,-24.414,-7.874,-72.815
-0.335,1.553,3.413,7.080,74.158,-94.177
-0.494,1.603,2.906,35.889,146.729,-116.455
-0.635,1.633,2.377,57.617,203.674,-140.991
-0.799,1.656,1.937,67.688,243.469,-169.250
-0.938,1.596,1.571,69.336,268.982,-198.059
-1.063,1.430,1.276,55.176,285.767,-226.135
-1.135,1.195,1.026,30.273,295.044,-251.099
-1.144,0.891,0.865,1.404,297.180,-268.921
-1.105,0.622,0.719,-25.879,292.542,-277.710
-0.978,0.380,0.647,-46.204,282.898,-276.611
-0.803,0.200,0.618,-50.476,270.386,-266.602
-0.624,0.078,0.615,-43.579,255.676,-250.488
-0.475,0.021,0.601,-31.982,241.638,-230.408
-0.396,-0.002,0.550,-15.442,230.530,-208.740
-0.312,-0.014,0.470,0.610,222.168,-188.599
-0.222,-0.036,0.326,12.024,214.050,-171.753
-0.161,-0.023,0.221,15.381,204.956,-157.959
-0.109,-0.011,0.105,13.672,194.946,-146.362
-0.040,-0.089,-0.004,11.963,183.960,-136.719
0.030,-0.177,-0.067,5.188,171.631,-129.150
0.091,-0.243,-0.092,-1.770,157.166,-120.789
0.122,-0.307,-0.126,-4.333,141.968,-109.314
0.200,-0.355,-0.158,-1.709,128.052,-96.375
0.282,-0.361,-0.214,9.338,113.708,-80.139
0.342,-0.327,-0.272,24.597,97.168,-59.998
0.382,-0.210,-0.303,38.452,78.552,-39.612
0.418,-0.068,-0.307,49.438,59.143,-23.193
0.447,0.050,-0.285,55.969,41.443,-13.000
0.506,0.148,-0.235,50.537,27.161,-8.423
0.534,0.184,-0.131,35.706,16.235,-6.836
0.560,0.183,-0.028,16.602,9.216,-6.226
0.593,0.202,0.086,-2.136,6.409,-4.272
0.622,0.255,0.161,-9.827,6.714,-0.671
0.635,0.273,0.195,-3.784,6.958,4.272
0.640,0.311,0.219,4.517,5.676,7.446
0.652,0.363,0.261,10.681,2.258,8.667
0.644,0.392,0.303,17.639,-2.014,9.460
0.642,0.425,0.339,21.423,-4.883,9.827
0.643,0.462,0.363,22.034,-6.226,9.888
0.669,0.482,0.377,23.193,-7.202,9.399
0.669,0.479,0.376,28.198,-8.667,9.399
0.658,0.516,0.388,23.315,-9.338,9.155
0.687,0.518,0.367,20.630,-8.972,8.911
0.684,0.507,0.357,16.968,-9.399,8.423
0.714,0.525,0.375,7.202,-10.498,8.179
0.719,0.534,0.419,2.625,-12.268,7.935
0.727,0.521,0.465,4.272,-13.611,6.775
0.728,0.510,0.508,8.423,-13.977,4.761
0.718,0.505,0.533,12.024,-12.085,2.686
0.716,0.502,0.530,16.174,-8.972,1.587
0.704,0.502,0.516,18.860,-6.470,0.916
0.687,0.510,0.502,20.813,-5.249,-0.061
0.663,0.496,0.490,22.827,-4.700,-0.977
0.680,0.475,0.483,24.048,-5.066,-1.465
0.650,0.445,0.492,23.071,-5.798,-0.854
0.681,0.450,0.493,19.348,-6.409,0.732
0.680,0.445,0.495,20.020,-7.812,3.174
0.686,0.479,0.526,14.648,-9.583,5.432
0.696,0.502,0.552,10.254,-9.644,6.714
0.705,0.528,0.576,6.775,-7.935,6.531
0.701,0.558,0.594,4.944,-5.554,5.066
0.698,0.566,0.590,8.118,-3.296,2.991
0.684,0.563,0.570,11.902,-0.793,0.122
0.675,0.545,0.544,14.771,1.160,-2.747
0.675,0.504,0.521,16.602,1.831,-5.066
0.671,0.463,0.508,16.663,1.160,-6.531
0.672,0.419,0.512,17.029,0.610,-6.653
0.656,0.401,0.525,16.296,0.305,-5.493
0.656,0.383,0.523,14.526,1.648,-3.662
0.658,0.387,0.512,12.939,2.747,-1.770
0.643,0.400,0.492,12.268,3.479,0.488
0.653,0.414,0.467,10.864,3.662,1.953
0.657,0.417,0.449,9.766,2.930,2.686
0.659,0.419,0.443,7.935,1.099,2.563
0.670,0.428,0.455,7.202,-1.099,2.563
0.681,0.441,0.474,9.277,-3.052,3.235
0.672,0.457,0.485,11.475,-4.395,3.723
0.686,0.479,0.477,14.099,-4.517,3.479
0.671,0.483,0.479,17.639,-4.700,3.479
0.685,0.474,0.487,15.320,-5.005,3.418
0.679,0.456,0.502,12.024,-5.371,3.662
0.672,0.473,0.525,7.141,-5.371,3.967
0.670,0.484,0.523,6.470,-4.517,4.211
0.673,0.486,0.509,8.606,-3.906,4.883
0.672,0.493,0.505,8.484,-3.967,4.639
0.674,0.484,0.517,7.690,-4.700,3.418
0.674,0.475,0.520,8.240,-5.310,2.563
0.682,0.470,0.534,9.338,-5.737,2.625
0.673,0.476,0.541,12.207,-5.737,2.869
0.668,0.492,0.540,15.320,-5.432,2.808
0.662,0.492,0.530,19.592,-5.249,2.441
0.665,0.479,0.525,20.569,-5.676,1.465
0.671,0.470,0.540,16.968,-6.348,0.427
0.672,0.473,0.566,12.817,-6.348,0.549
0.682,0.474,0.585,8.850,-5.249,1.465
0.685,0.488,0.597,5.981,-3.540,2.563
0.685,0.499,0.595,6.836,-1.343,2.930
0.686,0.500,0.577,9.766,0.854,2.563
0.687,0.500,0.548,12.085,2.258,1.282
0.676,0.500,0.518,13.428,2.625,-0.061
0.667,0.468,0.497,12.634,1.892,-1.770
0.663,0.445,0.491,9.583,0.122,-2.808
0.663,0.432,0.495,7.812,-2.014,-2.563
0.662,0.423,0.510,8.972,-4.028,-1.160
0.661,0.436,0.535,9.766,-5.615,0.549
0.665,0.454,0.559,9.155,-6.409,2.136
0.672,0.462,0.585,8.118,-6.226,2.686

-0.454,1.364,1.418,-46.387,-293.945,137.756
-0.278,1.654,2.188,-52.734,-286.011,132.935
-0.136,2.057,2.858,-49.683,-251.526,121.948
-0.020,2.476,3.210,-42.725,-189.148,96.802
0.033,2.759,3.195,-38.452,-111.328,51.270
0.010,2.794,2.872,-36.804,-35.400,-10.193
-0.167,2.585,2.360,-35.156,25.879,-76.111
-0.337,2.274,1.831,-45.471,69.275,-133.850
-0.504,1.876,1.292,-70.984,97.229,-179.871
-0.582,1.462,0.816,-98.877,109.070,-211.121
-0.586,1.051,0.492,-123.291,102.295,-227.112
-0.509,0.677,0.358,-133.240,80.627,-229.126
-0.394,0.447,0.418,-125.366,49.744,-216.125
-0.284,0.352,0.592,-100.708,18.677,-189.575
-0.191,0.448,0.850,-74.341,-3.723,-156.128
-0.059,0.636,1.083,-56.091,-14.221,-125.122
0.019,0.926,1.295,-43.945,-13.550,-103.455
0.061,1.217,1.526,-35.706,-4.028,-96.313
0.077,1.450,1.748,-28.198,11.780,-103.455
0.065,1.617,1.914,-23.071,36.865,-122.375
0.006,1.668,1.988,-17.212,69.641,-150.696
-0.106,1.604,1.955,-10.376,106.079,-183.655
-0.258,1.409,1.740,-5.371,143.738,-214.233
-0.399,1.094,1.399,-2.869,178.711,-238.525
-0.586,0.733,1.033,-10.071,205.811,-254.211
-0.664,0.395,0.623,-25.635,222.961,-262.146
-0.605,-0.001,0.207,-26.672,228.394,-262.207
-0.472,-0.325,-0.120,-19.775,218.872,-252.075
-0.344,-0.558,-0.331,-6.836,195.862,-229.431
-0.208,-0.628,-0.424,8.728,165.100,-196.411
-0.084,-0.677,-0.415,29.785,132.874,-157.410
0.034,-0.572,-0.298,42.419,103.333,-120.544
0.123,-0.408,-0.161,56.152,79.468,-89.172
0.170,-0.266,-0.075,69.885,64.880,-66.895
0.245,-0.104,-0.035,72.144,58.472,-52.917
0.249,-0.023,-0.040,69.702,54.871,-44.250
0.264,0.053,-0.024,53.406,52.124,-39.429
0.296,0.130,0.004,33.997,49.744,-38.269
0.320,0.093,0.005,27.405,47.180,-38.147
0.333,0.049,0.014,23.315,42.969,-36.682
0.355,-0.001,0.024,19.714,38.025,-32.349
0.388,-0.029,0.036,19.897,32.104,-24.292
0.436,-0.009,0.057,20.691,26.184,-13.916
0.475,0.041,0.080,25.574,19.104,-3.601
0.517,0.120,0.101,33.203,13.733,4.578
0.566,0.206,0.103,43.274,9.033,11.230
0.591,0.271,0.073,50.232,5.249,16.418
0.597,0.357,0.062,48.035,2.075,20.386
0.605,0.449,0.065,36.377,-0.732,23.560
0.629,0.529,0.108,22.766,-3.967,25.208
0.629,0.583,0.179,16.541,-7.874,24.780
0.615,0.625,0.273,11.169,-11.780,22.217
0.613,0.634,0.340,11.841,-13.184,17.395
0.620,0.624,0.377,17.395,-12.390,13.245
0.628,0.607,0.380,23.193,-10.803,11.475
0.620,0.603,0.388,22.522,-9.155,11.353
0.618,0.605,0.388,19.897,-8.423,11.475
0.627,0.613,0.393,18.555,-8.728,11.719
0.610,0.585,0.398,19.226,-9.827,11.963
0.604,0.581,0.410,16.907,-11.292,11.597
0.613,0.596,0.423,13.123,-12.329,12.695
0.614,0.607,0.440,11.658,-13.428,14.526
0.637,0.663,0.484,9.949,-14.404,15.503
0.638,0.693,0.529,10.681,-13.733,15.137
0.650,0.713,0.548,13.794,-11.475,13.367
0.635,0.700,0.566,17.029,-8.972,10.742
0.624,0.718,0.585,13.550,-6.226,7.507
0.627,0.699,0.560,14.343,-3.174,4.150
0.629,0.663,0.534,14.893,-0.122,1.038
0.607,0.643,0.510,13.306,1.221,-1.526
0.612,0.629,0.499,10.559,1.709,-2.197
0.582,0.599,0.480,9.338,2.563,-2.502
0.594,0.587,0.462,8.423,2.686,-2.319
0.591,0.580,0.445,9.460,1.465,-1.221
0.594,0.554,0.441,10.986,-0.732,0.244
0.600,0.548,0.458,10.620,-3.296,1.404
0.609,0.563,0.493,10.071,-5.066,3.052
0.622,0.566,0.517,13.000,-6.470,4.517
0.633,0.584,0.541,14.282,-6.348,5.432
0.636,0.588,0.552,15.625,-5.249,5.676
0.623,0.615,0.550,16.602,-3.662,5.554
0.630,0.631,0.533,19.409,-2.014,5.920
0.627,0.662,0.509,18.433,-0.183,5.859
0.632,0.667,0.505,11.475,1.709,5.310
0.622,0.674,0.506,4.639,2.441,3.357
0.626,0.658,0.502,2.014,2.930,0.793
0.615,0.620,0.492,2.319,2.686,-1.160
0.606,0.583,0.489,2.441,1.526,-2.380
0.605,0.566,0.490,2.197,0.000,-1.831
0.592,0.573,0.490,3.418,-1.587,0.122
0.589,0.581,0.482,7.141,-2.075,2.747
0.598,0.604,0.472,11.108,-2.625,5.249
0.602,0.616,0.471,13.611,-3.967,6.775
0.608,0.626,0.486,14.099,-5.127,6.531
0.617,0.634,0.516,12.756,-5.859,5.798
0.617,0.628,0.547,12.146,-5.798,4.395
0.615,0.625,0.570,10.498,-4.639,3.113
0.621,0.629,0.583,7.507,-2.136,2.686
0.619,0.652,0.572,6.714,0.732,2.563
0.616,0.660,0.542,8.850,3.845,2.197
0.609,0.647,0.505,10.193,6.165,1.343
0.602,0.637,0.481,8.362,6.653,-0.488
0.602,0.628,0.469,7.385,5.920,-1.099
0.589,0.616,0.469,8.789,4.211,-1.343
0.577,0.617,0.475,9.521,2.930,-1.038
0.573,0.611,0.479,10.437,1.648,-0.610
0.586,0.592,0.487,11.536,0.244,-0.488
0.599,0.593,0.502,9.521,-0.854,-0.427
0.602,0.600,0.514,9.155,-0.916,-0.061
0.606,0.603,0.520,9.827,0.061,0.854
0.607,0.608,0.513,9.521,1.282,1.221
0.607,0.604,0.499,8.789,2.441,1.099
0.617,0.629,0.495,7.080,2.869,0.732
0.604,0.668,0.498,6.836,2.991,0.610
0.586,0.659,0.500,9.766,3.723,0.122
0.587,0.638,0.482,10.071,4.883,-2.075
0.591,0.601,0.478,7.507,4.944,-3.906
0.600,0.558,0.480,7.385,3.906,-5.066
0.601,0.532,0.487,6.165,2.625,-4.639

-0.408,1.455,1.188,-44.800,-259.033,91.797
-0.323,1.661,1.457,-56.641,-247.070,85.632
-0.247,1.860,1.844,-70.435,-232.788,71.777
-0.194,2.033,2.258,-76.416,-210.693,50.293
-0.148,2.168,2.645,-70.923,-176.331,21.667
-0.140,2.241,2.906,-57.861,-130.066,-14.526
-0.172,2.222,2.952,-40.710,-73.059,-56.091
-0.214,2.121,2.759,-23.621,-11.353,-97.656
-0.284,1.953,2.443,-7.629,44.678,-134.155
-0.420,1.828,2.175,-5.310,87.524,-165.710
-0.509,1.670,1.965,-6.531,118.469,-194.153
-0.598,1.503,1.820,-6.531,142.639,-219.238
-0.680,1.300,1.714,-6.226,163.452,-240.051
-0.719,1.070,1.617,-5.432,182.983,-255.859
-0.731,0.874,1.516,-6.104,201.172,-264.954
-0.728,0.705,1.408,-5.676,216.797,-267.212
-0.714,0.604,1.284,-4.028,229.553,-263.977
-0.700,0.526,1.159,0.610,239.807,-256.836
-0.692,0.439,0.998,5.188,247.803,-248.596
-0.678,0.341,0.793,2.930,253.174,-239.807
-0.648,0.216,0.593,-2.625,254.028,-230.347
-0.525,0.120,0.407,-8.423,250.122,-219.299
-0.387,0.032,0.231,-9.338,241.272,-205.261
-0.276,-0.044,0.085,-6.287,226.196,-188.904
-0.177,-0.104,-0.025,-2.319,207.825,-172.424
-0.084,-0.142,-0.115,4.089,187.988,-155.823
0.010,-0.191,-0.211,13.123,168.030,-137.878
0.086,-0.231,-0.287,21.484,147.400,-120.239
0.159,-0.252,-0.310,26.001,125.000,-103.699
0.225,-0.226,-0.275,29.968,102.478,-87.524
0.288,-0.173,-0.217,32.776,82.703,-72.754
0.333,-0.112,-0.149,32.959,66.467,-59.387
0.361,-0.027,-0.060,27.466,54.016,-47.974
0.403,0.042,0.017,23.010,45.898,-37.415
0.404,0.120,0.092,18.677,40.894,-29.358
0.416,0.169,0.130,16.357,38.574,-23.987
0.450,0.199,0.143,13.367,38.147,-21.362
0.485,0.201,0.147,9.216,37.781,-20.996
0.520,0.193,0.145,5.615,37.109,-20.630
0.527,0.208,0.133,6.287,35.767,-18.250
0.551,0.201,0.098,11.475,34.180,-14.038
0.553,0.230,0.045,16.968,31.555,-9.644
0.554,0.265,-0.017,22.461,26.489,-5.310
0.590,0.302,-0.057,24.963,18.066,-0.977
0.592,0.353,-0.051,22.095,7.324,3.540
0.619,0.394,0.003,13.855,-3.723,7.629
0.657,0.455,0.089,5.371,-13.367,11.292
0.668,0.497,0.179,1.831,-20.874,13.794
0.667,0.518,0.262,1.770,-25.085,14.526
0.680,0.529,0.326,3.723,-27.710,14.038
0.672,0.546,0.407,5.310,-28.687,13.428
0.669,0.549,0.469,8.972,-27.954,12.573
0.679,0.547,0.521,15.198,-25.879,11.230
0.682,0.557,0.542,21.423,-22.339,10.315
0.671,0.530,0.533,28.748,-18.433,10.437
0.653,0.595,0.554,23.865,-13.794,9.583
0.644,0.573,0.510,22.705,-8.484,7.446
0.642,0.562,0.485,18.921,-5.188,5.371
0.655,0.540,0.463,12.695,-3.906,4.089
0.638,0.539,0.476,7.568,-3.479,3.845
0.663,0.534,0.442,5.859,-2.991,4.456
0.649,0.529,0.451,6.897,-4.395,4.944
0.660,0.553,0.478,5.005,-5.798,5.127
0.663,0.547,0.489,7.141,-6.409,5.310
0.671,0.560,0.499,8.728,-6.348,5.127
0.680,0.557,0.502,10.742,-6.104,4.700
0.673,0.565,0.519,12.634,-5.737,3.845
0.665,0.554,0.510,16.663,-4.944,3.174
0.672,0.549,0.488,19.531,-3.723,3.174
0.670,0.548,0.466,19.165,-3.174,3.479
0.665,0.548,0.454,16.357,-3.479,3.601
0.675,0.549,0.458,12.024,-3.967,3.479
0.672,0.552,0.468,7.446,-4.150,3.235
0.673,0.546,0.484,4.822,-4.333,3.113
0.672,0.565,0.505,5.554,-4.150,3.052
0.662,0.550,0.506,10.559,-2.930,2.747
0.663,0.536,0.496,13.489,-1.404,1.953
0.659,0.528,0.485,13.245,-0.183,1.038
0.657,0.529,0.477,13.611,0.488,0.793
0.655,0.523,0.468,15.930,0.427,0.977
0.652,0.518,0.464,17.273,-0.061,1.526
0.653,0.522,0.468,17.395,-0.854,1.953
0.654,0.533,0.466,16.785,-1.282,2.930
0.652,0.541,0.464,14.038,-1.099,4.150
0.670,0.568,0.470,9.033,-0.916,4.883
0.665,0.565,0.475,6.348,-0.427,4.761
0.664,0.573,0.475,5.859,-0.183,3.601
0.668,0.550,0.461,8.728,0.183,1.953
0.663,0.521,0.445,11.353,-0.183,0.488
0.659,0.504,0.442,10.254,-1.160,0.122
0.654,0.508,0.455,7.141,-2.502,1.282
0.642,0.523,0.476,5.127,-3.418,2.930
0.637,0.549,0.498,5.920,-3.601,4.517
0.631,0.558,0.510,8.911,-3.540,5.188
0.641,0.566,0.521,10.376,-3.357,5.005
0.645,0.568,0.532,9.705,-2.747,4.150
0.646,0.574,0.538,9.216,-1.343,2.930
0.660,0.569,0.528,10.986,0.732,2.380
0.662,0.566,0.506,11.780,2.563,2.075
0.666,0.560,0.490,8.850,3.723,1.404
0.666,0.557,0.475,5.493,4.211,0.671
0.664,0.564,0.465,4.700,4.089,0.610
0.661,0.577,0.460,6.958,2.930,1.160
0.654,0.591,0.456,10.071,1.770,1.892
0.650,0.595,0.453,12.451,0.793,2.075
0.652,0.589,0.453,12.573,-0.183,1.099
0.661,0.565,0.455,12.085,-1.221,-0.061
0.660,0.556,0.462,11.597,-2.136,-0.549
0.654,0.529,0.465,14.404,-2.869,-0.610
0.652,0.517,0.465,15.869,-3.174,-0.427
0.649,0.509,0.471,16.052,-3.967,0.061
0.642,0.511,0.478,15.137,-4.578,0.977
0.645,0.533,0.495,13.550,-5.005,2.380
0.642,0.557,0.511,11.902,-5.005,3.906
0.641,0.584,0.523,9.521,-4.333,4.333
0.642,0.581,0.522,8.972,-2.808,3.723
0.646,0.571,0.508,8.911,-0.977,2.136
0.647,0.559,0.494,9.094,-0.183,0.366
0.643,0.534,0.476,10.864,0.244,-0.671

-0.179,1.365,1.120,6.592,-209.595,95.703
-0.205,1.470,1.011,-8.057,-191.711,86.609
-0.219,1.557,0.798,-34.607,-181.274,77.148
-0.269,1.580,0.677,-67.688,-181.030,64.514
-0.309,1.595,0.714,-96.252,-188.599,48.889
-0.327,1.531,0.845,-105.835,-198.547,33.752
-0.328,1.412,1.080,-100.952,-205.017,19.531
-0.307,1.291,1.344,-88.745,-203.674,9.949
-0.250,1.215,1.588,-72.998,-194.336,6.348
-0.189,1.226,1.808,-57.983,-178.650,6.042
-0.155,1.273,1.999,-39.124,-157.166,6.226
-0.150,1.382,2.180,-23.376,-131.226,2.930
-0.142,1.512,2.323,-13.184,-100.098,-5.310
-0.173,1.627,2.379,-8.301,-62.988,-21.240
-0.177,1.739,2.374,-4.456,-22.827,-44.128
-0.229,1.771,2.356,-2.869,15.686,-70.984
-0.297,1.863,2.317,-6.470,53.101,-100.708
-0.424,1.813,2.241,-3.479,90.027,-132.629
-0.526,1.694,2.083,0.427,124.939,-165.466
-0.646,1.516,1.886,5.188,155.579,-196.045
-0.729,1.311,1.693,13.550,180.969,-221.130
-0.810,1.113,1.545,19.226,202.332,-239.380
-0.835,0.910,1.397,21.851,220.764,-251.221
-0.812,0.768,1.221,22.156,235.657,-257.263
-0.779,0.612,1.052,25.452,247.498,-258.606
-0.767,0.493,0.889,28.503,255.737,-256.531
-0.743,0.355,0.723,28.137,260.803,-251.831
-0.720,0.207,0.581,24.109,263.672,-245.667
-0.686,0.078,0.419,10.864,264.160,-237.427
-0.625,-0.088,0.249,-4.456,261.780,-227.661
-0.558,-0.227,0.095,-15.930,254.578,-215.881
-0.473,-0.360,-0.081,-17.822,242.493,-200.684
-0.358,-0.493,-0.259,-10.071,224.976,-182.373
-0.209,-0.615,-0.437,2.319,202.087,-160.461
-0.056,-0.646,-0.546,14.587,174.866,-134.888
0.062,-0.620,-0.602,25.757,144.531,-105.286
0.162,-0.488,-0.579,33.691,113.281,-74.341
0.219,-0.300,-0.505,37.598,83.374,-46.753
0.282,-0.145,-0.414,39.490,57.068,-26.611
0.348,-0.016,-0.293,39.063,36.743,-14.709
0.411,0.086,-0.184,36.987,22.522,-8.606
0.483,0.163,-0.063,31.494,13.000,-4.456
0.516,0.237,0.053,21.423,7.324,-2.136
0.535,0.287,0.155,13.367,6.409,-0.488
0.559,0.329,0.234,7.935,8.240,0.122
0.584,0.382,0.279,6.714,11.292,0.305
0.600,0.426,0.277,11.047,14.587,0.427
0.620,0.461,0.256,16.663,16.907,0.000
0.626,0.484,0.225,20.142,17.395,-1.587
0.623,0.489,0.203,21.057,16.724,-2.930
0.627,0.478,0.183,20.142,14.099,-2.808
0.625,0.476,0.188,17.883,9.644,-1.526
0.615,0.493,0.208,15.259,4.700,0.183
0.613,0.476,0.226,15.625,0.366,2.380
0.626,0.488,0.252,14.587,-3.845,4.211
0.631,0.505,0.303,15.137,-7.446,5.615
0.628,0.502,0.340,16.663,-10.254,6.714
0.640,0.526,0.381,13.672,-12.634,7.874
0.653,0.538,0.425,14.709,-14.526,9.155
0.647,0.557,0.462,17.883,-15.564,10.803
0.633,0.588,0.495,19.592,-15.198,11.536
0.656,0.627,0.513,19.958,-13.306,10.864
0.655,0.647,0.514,20.264,-11.108,8.972
0.659,0.637,0.512,18.188,-8.667,5.981
0.659,0.618,0.518,11.780,-6.592,2.319
0.653,0.583,0.524,4.944,-4.517,-0.183
0.669,0.567,0.526,1.709,-2.380,-1.282
0.641,0.557,0.507,2.869,-1.221,-0.916
0.659,0.576,0.492,6.653,0.183,0.549
0.651,0.550,0.441,17.944,-0.977,1.404
0.649,0.556,0.461,16.296,-3.906,0.366
0.668,0.542,0.488,13.184,-5.615,-0.854
0.658,0.536,0.503,13.794,-5.859,-1.099
0.672,0.532,0.504,13.000,-5.127,0.366
0.660,0.541,0.505,12.390,-4.150,2.014
0.654,0.545,0.508,10.681,-3.235,2.625
0.666,0.532,0.501,9.705,-2.319,1.953
0.671,0.524,0.483,9.583,-1.648,0.916
0.658,0.556,0.468,7.812,-1.770,1.343
0.662,0.565,0.474,5.432,-1.709,2.441
0.650,0.571,0.479,3.235,-1.831,2.625
0.649,0.555,0.486,1.343,-1.343,1.587
0.656,0.532,0.489,0.977,-1.343,0.305
0.654,0.509,0.484,2.075,-1.648,-0.183
0.645,0.533,0.473,2.869,-1.465,0.488
0.645,0.566,0.474,3.906,-1.465,2.441
0.635,0.571,0.473,7.263,-1.770,3.662
0.634,0.561,0.483,8.118,-2.258,2.686
0.630,0.527,0.493,8.667,-2.991,0.977
0.639,0.477,0.500,9.521,-3.296,-0.305
0.641,0.449,0.504,9.460,-3.052,0.488
0.634,0.502,0.495,9.705,-2.319,3.601
0.625,0.554,0.470,13.184,-0.977,8.545
0.624,0.581,0.444,16.296,-0.549,11.169
0.630,0.604,0.446,11.230,-1.831,9.766
0.648,0.598,0.467,7.446,-3.967,6.348
0.656,0.588,0.507,7.629,-5.493,3.235
0.648,0.577,0.536,10.193,-5.798,1.648
0.661,0.564,0.546,13.489,-4.395,1.404
0.648,0.564,0.537,13.855,-2.075,1.465
0.642,0.556,0.530,12.268,-0.061,1.526
0.642,0.555,0.526,10.742,0.671,1.526
0.638,0.555,0.524,10.193,0.549,1.465
0.642,0.561,0.516,10.742,0.549,1.282
0.649,0.552,0.500,11.414,0.732,1.343
0.649,0.547,0.483,9.399,0.671,1.282
0.651,0.542,0.477,6.531,0.000,1.465
0.654,0.542,0.481,4.089,-1.282,1.892
0.650,0.559,0.496,3.601,-2.380,2.441
0.642,0.571,0.503,6.287,-3.296,3.296
0.645,0.591,0.504,10.986,-3.662,3.723
0.651,0.602,0.513,13.306,-3.967,3.296
0.653,0.613,0.533,13.367,-4.333,2.075
0.654,0.617,0.562,10.925,-4.150,0.305
0.653,0.607,0.583,9.155,-2.502,-1.221
0.649,0.605,0.585,7.629,-0.061,-2.319
0.641,0.593,0.574,7.996,2.869,-2.808
0.633,0.587,0.553,8.423,5.005,-3.235
0.631,0.564,0.531,7.629,6.165,-3.479

-0.573,1.778,1.138,15.564,-300.049,154.358
-0.483,2.021,1.472,9.583,-291.382,137.207
-0.413,2.368,1.737,-7.507,-270.935,117.676
-0.370,2.645,1.941,-36.926,-244.141,89.539
-0.330,2.881,2.174,-68.359,-212.219,48.584
-0.298,2.947,2.438,-86.426,-177.246,-2.686
-0.354,2.859,2.694,-92.712,-138.916,-61.157
-0.405,2.572,2.822,-86.670,-93.506,-119.446
-0.450,2.166,2.837,-72.449,-41.016,-168.701
-0.485,1.844,2.778,-62.439,9.705,-204.468
-0.557,1.618,2.688,-49.316,57.861,-227.356
-0.697,1.443,2.480,-25.208,104.248,-243.225
-0.812,1.273,2.161,-3.723,146.301,-256.226
-0.802,1.178,1.820,6.470,181.274,-267.090
-0.837,1.053,1.562,16.113,205.200,-276.489
-0.854,0.920,1.431,17.578,218.872,-283.691
-0.855,0.825,1.379,10.681,229.370,-286.743
-0.861,0.752,1.314,4.333,241.516,-287.720
-0.875,0.643,1.204,0.366,254.944,-287.598
-0.873,0.484,1.035,-3.052,267.456,-285.706
-0.841,0.318,0.828,-10.986,275.940,-281.250
-0.797,0.148,0.622,-21.667,278.564,-273.132
-0.673,0.012,0.415,-28.320,276.245,-260.132
-0.547,-0.099,0.210,-25.330,269.958,-243.652
-0.420,-0.150,0.013,-19.043,258.728,-224.915
-0.269,-0.191,-0.171,-8.545,243.164,-204.590
-0.148,-0.222,-0.333,5.005,223.267,-184.082
-0.067,-0.277,-0.461,15.259,198.730,-164.307
0.014,-0.328,-0.524,18.127,171.265,-146.790
0.083,-0.394,-0.531,19.104,142.456,-130.859
0.172,-0.436,-0.492,21.057,114.441,-114.380
0.233,-0.417,-0.401,26.062,88.257,-95.154
0.282,-0.407,-0.323,34.973,66.467,-74.707
0.346,-0.258,-0.213,36.377,50.842,-54.993
0.454,-0.147,-0.155,42.236,40.100,-38.940
0.482,-0.085,-0.109,49.133,31.067,-27.832
0.498,-0.009,-0.044,45.471,25.269,-20.386
0.528,0.055,0.002,36.865,22.583,-15.381
0.565,0.103,0.026,29.114,22.217,-11.169
0.595,0.157,0.043,23.682,22.888,-7.141
0.613,0.212,0.042,22.644,22.949,-3.845
0.619,0.258,0.023,22.644,21.667,-1.587
0.616,0.308,-0.005,20.996,18.616,0.366
0.628,0.321,-0.020,18.555,14.221,1.709
0.653,0.354,-0.015,16.785,7.812,2.502
0.643,0.367,-0.002,18.188,0.671,4.456
0.665,0.377,0.019,21.606,-5.859,7.874
0.677,0.416,0.077,18.799,-12.634,11.292
0.686,0.447,0.143,15.198,-18.555,14.526
0.698,0.457,0.206,14.282,-23.010,17.456
0.712,0.490,0.307,14.404,-26.672,19.409
0.719,0.534,0.393,14.771,-28.320,19.592
0.730,0.562,0.439,23.315,-26.978,19.226
0.725,0.562,0.448,33.997,-24.353,18.433
0.696,0.623,0.465,30.945,-20.569,16.602
0.711,0.640,0.458,22.217,-15.137,13.245
0.714,0.633,0.453,15.198,-10.315,8.606
0.715,0.602,0.437,9.949,-6.775,4.089
0.712,0.575,0.416,7.629,-4.211,1.099
0.728,0.560,0.373,7.568,-1.831,-0.183
0.708,0.517,0.335,10.193,-1.282,-0.671
0.705,0.499,0.333,10.376,-3.235,-0.488
0.704,0.467,0.336,11.536,-5.737,0.427
0.702,0.459,0.347,13.550,-8.240,2.197
0.704,0.464,0.350,16.907,-10.803,4.639
0.718,0.487,0.379,20.813,-13.489,7.019
0.721,0.504,0.415,22.949,-15.381,8.484
0.709,0.530,0.440,22.217,-15.503,8.728
0.726,0.536,0.449,20.691,-14.160,7.996
0.717,0.537,0.449,19.348,-11.902,7.141
0.712,0.542,0.446,17.822,-10.376,6.104
0.709,0.538,0.436,17.151,-8.606,5.432
0.699,0.538,0.423,15.259,-7.568,4.883
0.693,0.525,0.414,12.695,-6.897,4.456
0.688,0.514,0.416,8.057,-6.470,4.028
0.688,0.499,0.424,5.005,-6.470,4.150
