aX,aY,aZ,gX,gY,gZ
0.741,0.367,0.663,21.057,-30.334,7.690
0.746,0.352,0.664,15.259,-24.902,7.324
0.737,0.339,0.652,13.123,-19.958,8.545
0.740,0.320,0.619,13.245,-15.747,10.193
0.733,0.337,0.612,7.935,-13.184,11.230
0.740,0.353,0.594,4.883,-11.292,11.475
0.744,0.385,0.571,7.202,-10.315,12.085
0.747,0.405,0.549,10.010,-10.376,12.085
0.742,0.418,0.535,13.245,-11.658,10.620
0.741,0.416,0.531,16.418,-13.428,7.935
0.748,0.395,0.531,21.423,-15.747,5.432
0.755,0.385,0.547,23.132,-17.761,3.723
0.751,0.375,0.575,21.729,-18.311,3.540
0.737,0.366,0.595,18.799,-16.968,4.272
0.732,0.367,0.602,13.367,-14.343,5.615
0.725,0.371,0.603,8.911,-11.780,6.775
0.712,0.361,0.603,6.714,-10.071,6.897
0.723,0.364,0.587,7.812,-9.460,6.470
0.694,0.376,0.602,9.399,-9.521,6.653
0.696,0.389,0.613,8.667,-9.521,5.859
0.706,0.362,0.614,7.751,-8.301,3.906
0.709,0.325,0.597,9.277,-6.653,2.197
0.709,0.317,0.580,9.705,-6.042,1.831
0.702,0.304,0.560,13.184,-6.165,3.113
0.697,0.307,0.539,15.198,-6.958,4.639
0.703,0.305,0.530,15.686,-8.789,5.737
0.709,0.311,0.527,16.357,-11.475,6.714
0.711,0.345,0.537,16.724,-13.916,8.240
0.710,0.366,0.567,15.930,-15.808,10.132
0.709,0.390,0.604,13.062,-16.357,11.169
0.709,0.402,0.631,10.315,-15.625,11.108
0.707,0.415,0.650,8.362,-14.160,9.888
0.703,0.419,0.672,7.324,-12.390,8.911
0.698,0.431,0.685,7.385,-10.620,7.324
0.693,0.414,0.680,8.911,-8.118,5.554
0.681,0.391,0.669,10.437,-5.981,3.601
0.679,0.372,0.651,11.108,-4.761,2.258
0.674,0.367,0.637,11.414,-4.333,2.380
0.670,0.365,0.624,14.099,-4.578,3.540
0.672,0.373,0.609,16.296,-5.188,4.944
0.678,0.369,0.593,19.043,-6.348,5.310
0.685,0.368,0.577,21.179,-8.118,5.432
0.685,0.363,0.570,21.301,-10.498,5.493
0.688,0.376,0.577,20.203,-12.451,5.676
0.688,0.383,0.597,19.287,-13.672,6.592
0.710,0.378,0.609,18.494,-13.733,8.057
0.696,0.395,0.641,17.456,-13.916,9.277
0.687,0.432,0.684,8.911,-12.695,9.094
0.686,0.430,0.703,5.737,-8.911,7.202
0.689,0.433,0.704,4.822,-5.310,4.761
0.683,0.419,0.693,5.249,-2.563,2.625
0.676,0.391,0.681,6.348,0.000,0.610
0.669,0.365,0.659,4.944,1.648,-1.404
0.664,0.350,0.630,3.723,2.808,-2.014
0.662,0.371,0.602,3.174,2.930,-0.732
0.654,0.397,0.584,6.042,1.953,1.221
0.652,0.404,0.575,9.521,-0.183,2.319
0.662,0.399,0.584,10.071,-2.319,1.404
0.665,0.375,0.599,9.705,-4.639,-0.488

-0.551,1.461,1.139,-12.207,-273.621,126.953
-0.537,1.805,1.444,-41.748,-266.602,114.807
-0.486,2.094,1.774,-75.562,-250.549,89.233
-0.439,2.298,2.083,-105.042,-227.417,50.476
-0.411,2.330,2.311,-112.793,-198.059,4.517
-0.378,2.180,2.407,-102.173,-163.757,-43.640
-0.354,1.888,2.427,-89.233,-127.441,-88.196
-0.381,1.588,2.434,-79.163,-91.675,-121.216
-0.402,1.360,2.486,-74.524,-56.641,-140.625
-0.423,1.211,2.527,-69.275,-21.729,-152.100
-0.437,1.088,2.623,-58.472,13.611,-159.607
-0.444,1.061,2.741,-45.044,50.232,-166.016
-0.520,1.055,2.761,-25.574,89.844,-172.424
-0.585,1.035,2.660,-6.348,132.263,-181.030
-0.642,1.015,2.493,3.174,174.072,-191.345
-0.716,0.989,2.301,6.531,212.402,-202.271
-0.780,0.948,2.091,6.165,244.690,-212.646
-0.850,0.901,1.901,-1.709,269.897,-223.145
-0.931,0.765,1.726,-13.550,290.100,-233.826
-0.981,0.614,1.559,-28.564,305.359,-243.774
-0.971,0.448,1.393,-38.269,315.491,-248.596
-0.919,0.286,1.214,-38.086,320.435,-247.070
-0.872,0.181,1.021,-31.494,321.106,-240.173
-0.806,0.054,0.786,-15.991,317.383,-229.431
-0.704,-0.061,0.544,-0.427,308.655,-217.041
-0.600,-0.170,0.316,10.437,295.288,-203.369
-0.478,-0.294,0.120,19.104,278.198,-188.477
-0.325,-0.390,0.016,21.484,258.423,-172.852
-0.215,-0.397,0.001,15.991,238.037,-155.151
-0.146,-0.361,0.035,12.634,219.116,-135.803
-0.093,-0.447,-0.101,19.104,203.247,-117.004
-0.016,-0.385,-0.099,18.188,190.002,-99.060
0.120,-0.290,-0.209,21.729,177.673,-84.167
0.147,-0.221,-0.302,34.790,160.706,-72.449
0.162,-0.170,-0.396,41.992,141.785,-62.683
0.202,-0.141,-0.471,45.776,122.620,-54.016
0.256,-0.147,-0.534,46.997,103.455,-46.936
0.327,-0.136,-0.564,44.617,82.886,-39.429
0.416,-0.105,-0.529,38.635,60.852,-29.724
0.463,-0.071,-0.403,30.518,40.344,-18.555
0.514,-0.001,-0.270,23.010,23.865,-7.263
0.599,0.077,-0.147,19.348,10.803,2.563
0.642,0.172,-0.035,20.813,-0.122,11.230
0.664,0.260,0.054,23.437,-7.080,17.090
0.677,0.347,0.112,28.381,-11.658,19.592
0.681,0.412,0.165,30.151,-14.709,18.860
0.681,0.457,0.225,30.151,-16.174,14.832
0.683,0.450,0.265,31.372,-15.869,8.423
0.684,0.401,0.282,33.691,-14.893,2.502
0.674,0.354,0.288,31.311,-14.587,-0.610
0.673,0.312,0.280,28.198,-14.648,0.549
0.668,0.284,0.277,23.010,-16.113,4.395
0.663,0.290,0.284,15.686,-18.738,9.033
0.669,0.326,0.293,10.254,-21.973,14.099
0.672,0.361,0.297,8.423,-25.330,18.372
0.701,0.406,0.335,7.019,-28.870,20.691
0.723,0.462,0.414,7.751,-32.837,19.958
0.733,0.502,0.482,13.916,-35.583,17.395
0.744,0.520,0.523,23.560,-35.156,14.587
0.742,0.543,0.561,26.733,-32.959,10.742
0.735,0.535,0.587,25.208,-29.785,6.592
0.735,0.504,0.608,20.996,-25.085,3.052
0.735,0.451,0.622,15.198,-20.325,0.610
0.727,0.409,0.629,6.592,-15.320,-0.183
0.730,0.402,0.625,0.732,-11.047,1.648
0.728,0.399,0.609,0.366,-8.179,4.761
0.720,0.416,0.585,2.625,-7.019,7.141
0.719,0.435,0.567,3.235,-6.836,7.446
0.724,0.439,0.564,3.052,-7.385,6.165
0.742,0.446,0.581,1.892,-8.240,4.028
0.752,0.444,0.592,3.662,-8.301,1.892
0.753,0.452,0.587,7.385,-7.446,0.244
0.765,0.445,0.568,11.475,-5.920,-1.099
0.747,0.427,0.533,16.846,-4.822,-2.319
0.748,0.395,0.509,18.005,-4.944,-3.113
0.739,0.368,0.506,15.564,-6.165,-2.991
0.746,0.361,0.523,10.803,-7.996,-1.465
0.739,0.377,0.543,7.385,-9.338,1.953
0.727,0.414,0.563,5.188,-9.583,5.310
0.717,0.437,0.576,5.615,-8.728,7.385
0.723,0.445,0.580,5.005,-7.935,7.263
0.722,0.443,0.584,3.784,-7.263,5.615
0.719,0.431,0.593,3.174,-7.019,3.662
0.714,0.423,0.599,3.479,-6.348,2.075
0.706,0.420,0.596,4.517,-5.737,1.099
0.704,0.420,0.593,7.080,-4.944,0.854
0.705,0.424,0.594,9.460,-4.211,0.732
0.699,0.415,0.584,13.428,-3.357,0.244
0.697,0.416,0.566,16.052,-2.441,-0.488
0.700,0.400,0.547,17.273,-1.953,-0.977
0.703,0.388,0.537,14.648,-1.892,-0.977
0.705,0.384,0.539,9.521,-1.953,-0.366
0.705,0.388,0.551,4.761,-1.587,0.854
0.703,0.398,0.552,3.784,-0.977,2.136
0.700,0.401,0.539,6.409,-0.488,3.235
0.698,0.415,0.529,8.423,-0.793,3.479
0.693,0.433,0.534,8.667,-1.770,3.174
0.684,0.443,0.547,8.240,-2.869,2.563
0.681,0.436,0.560,7.324,-3.357,1.282
0.686,0.412,0.569,6.165,-2.991,-0.122
0.688,0.404,0.574,5.981,-2.319,-1.038
0.683,0.404,0.570,9.155,-1.526,-0.610
0.675,0.389,0.550,14.160,-0.305,1.099
0.687,0.395,0.539,12.146,0.610,1.953
0.691,0.402,0.545,7.385,0.244,1.953
0.688,0.407,0.544,5.798,-0.427,1.892
0.693,0.414,0.535,5.554,-0.916,2.258
0.695,0.448,0.531,4.578,-1.343,2.625
0.698,0.478,0.541,6.531,-2.075,2.869
0.699,0.472,0.550,10.559,-2.502,2.747
0.703,0.462,0.562,10.132,-2.258,0.610
0.702,0.447,0.570,9.460,-2.014,-1.770
0.703,0.429,0.571,9.888,-1.892,-2.930
0.692,0.411,0.570,10.193,-1.526,-3.113
0.697,0.400,0.562,9.766,-1.038,-2.930
0.688,0.398,0.548,8.423,-0.488,-2.380
0.689,0.380,0.536,8.545,-0.183,-1.892
0.688,0.366,0.521,9.094,-0.305,-1.038
0.682,0.360,0.514,8.240,-1.099,-0.427

-0.970,1.313,0.513,-45.837,-343.567,97.900
-0.977,1.383,0.659,-80.811,-353.943,86.365
-0.992,1.453,0.918,-103.516,-360.291,79.102
-0.934,1.524,1.334,-126.770,-360.718,71.777
-0.771,1.616,1.922,-145.691,-350.525,62.561
-0.642,1.741,2.563,-149.231,-325.867,51.147
-0.488,1.811,3.187,-131.897,-284.485,33.936
-0.592,3.557,4.000,-98.999,-214.661,5.310
0.395,1.541,3.182,-33.386,-57.129,-51.208
-0.365,1.577,3.379,-43.396,-28.564,-75.500
-0.444,1.797,3.746,-45.349,7.019,-89.417
-0.642,1.954,3.380,-9.338,95.215,-108.948
-0.730,1.785,2.616,27.954,183.411,-142.761
-0.827,1.675,2.084,33.325,234.802,-180.664
-0.925,1.506,1.781,28.564,256.104,-214.172
-1.024,1.238,1.613,30.396,267.151,-241.882
-1.117,0.926,1.510,21.851,278.259,-261.780
-1.147,0.607,1.394,5.981,291.199,-273.254
-1.088,0.282,1.294,-6.531,302.673,-274.841
-0.966,0.057,1.237,-15.991,309.692,-267.639
-0.844,-0.020,1.197,-15.564,313.110,-252.319
-0.786,0.031,1.057,5.371,316.772,-229.370
-0.732,0.095,0.830,34.363,319.763,-203.369
-0.655,0.113,0.557,46.631,316.589,-182.373
-0.587,0.129,0.312,33.691,304.260,-170.654
-0.497,0.105,0.133,11.719,285.217,-164.917
-0.414,0.033,-0.001,-0.549,262.451,-159.607
-0.298,-0.094,-0.113,-4.395,238.403,-152.710
-0.144,-0.238,-0.207,-5.188,212.402,-144.104
-0.019,-0.325,-0.231,-2.869,185.425,-132.202
0.068,-0.373,-0.237,4.822,159.973,-116.821
0.135,-0.400,-0.256,19.348,137.573,-99.060
0.198,-0.357,-0.237,33.386,117.737,-80.322
0.265,-0.244,-0.190,44.983,99.976,-63.843
0.288,-0.128,-0.171,58.472,84.167,-51.880
0.301,-0.058,-0.154,67.383,71.289,-44.067
0.317,-0.012,-0.130,60.974,61.462,-38.574
0.375,0.002,-0.087,40.588,54.443,-32.593
0.414,-0.009,-0.019,17.761,49.438,-24.719
0.442,0.022,0.067,-3.113,45.898,-15.503
0.507,0.060,0.118,-11.780,43.701,-5.981
0.546,0.147,0.174,-6.531,41.199,1.526
0.560,0.255,0.199,4.089,38.147,5.981
0.584,0.330,0.188,18.494,35.400,6.836
0.598,0.365,0.159,27.222,33.630,4.761
0.600,0.400,0.108,25.085,31.738,0.244
0.648,0.390,0.062,21.851,28.564,-3.357
0.661,0.361,0.043,21.606,22.217,-5.127
0.667,0.339,0.052,19.775,12.939,-4.639
0.659,0.313,0.085,18.311,2.502,-1.953
0.678,0.308,0.156,15.259,-6.775,3.174
0.692,0.341,0.260,8.667,-14.709,9.033
0.714,0.405,0.371,5.920,-20.508,14.771
0.722,0.475,0.447,8.972,-22.705,18.616
0.714,0.543,0.492,12.512,-22.278,19.348
0.726,0.578,0.496,16.296,-20.264,16.541
0.715,0.581,0.508,18.799,-18.799,11.658
0.695,0.566,0.517,15.381,-17.029,5.432
0.697,0.501,0.498,14.954,-14.221,-0.366
0.695,0.428,0.467,16.052,-12.268,-2.991
0.695,0.380,0.435,16.052,-12.512,-2.930
0.677,0.349,0.411,17.090,-15.076,-0.732
0.698,0.364,0.421,15.991,-18.555,3.662
0.698,0.389,0.432,16.235,-22.156,8.301
0.703,0.445,0.494,16.418,-26.245,11.841
0.709,0.515,0.556,17.761,-28.381,13.855
0.696,0.560,0.589,22.156,-27.710,13.306
0.698,0.585,0.600,24.170,-24.780,10.254
0.693,0.578,0.611,21.240,-21.667,5.310
0.695,0.535,0.631,15.198,-18.433,0.183
0.694,0.474,0.646,8.118,-14.709,-3.113
0.690,0.421,0.660,1.648,-10.437,-4.517
0.685,0.377,0.653,-0.366,-6.348,-3.967
0.687,0.363,0.627,1.221,-3.601,-2.136
0.682,0.394,0.598,5.371,-2.136,0.610
0.676,0.417,0.559,11.780,-1.465,3.052
0.674,0.440,0.521,14.038,-1.160,3.845
0.677,0.449,0.500,11.841,-2.014,2.563
0.684,0.445,0.491,8.484,-3.723,0.916
0.696,0.433,0.491,7.385,-5.066,0.122
0.693,0.433,0.504,6.287,-6.348,0.061
0.687,0.439,0.520,5.798,-7.080,0.610
0.682,0.451,0.544,4.456,-7.507,1.099
0.676,0.468,0.582,2.197,-7.751,1.038
0.680,0.468,0.618,3.113,-7.446,0.488
0.675,0.459,0.642,5.371,-6.653,-0.671
0.664,0.447,0.651,6.836,-5.188,-2.014
0.661,0.424,0.634,9.277,-3.174,-2.808
0.655,0.408,0.602,9.644,-1.099,-2.991
0.656,0.396,0.572,7.935,0.061,-2.930
0.652,0.396,0.552,5.676,0.061,-2.747
0.647,0.402,0.542,4.822,-0.183,-2.014
0.648,0.407,0.528,5.920,-0.366,-0.977
0.655,0.384,0.507,8.972,-0.916,-0.183
0.672,0.376,0.493,10.315,-1.709,0.000
0.673,0.361,0.486,10.864,-3.357,0.122
0.677,0.348,0.478,11.292,-5.310,1.038
0.682,0.365,0.478,11.047,-7.874,2.869
0.682,0.431,0.503,10.498,-10.681,5.554
0.663,0.476,0.541,14.038,-12.634,7.812
0.656,0.481,0.573,16.724,-13.550,7.385
0.656,0.481,0.606,14.221,-13.489,4.700
0.663,0.456,0.637,11.902,-12.695,2.136
0.667,0.437,0.663,9.583,-11.719,0.916
0.663,0.417,0.686,7.324,-9.827,0.916
0.658,0.409,0.690,5.371,-6.897,1.465
0.667,0.427,0.676,4.517,-4.150,2.319
0.662,0.432,0.655,7.507,-1.770,3.052
0.660,0.436,0.619,10.071,0.427,2.991
0.661,0.434,0.589,9.949,1.343,1.953
0.667,0.429,0.566,9.338,1.160,1.038
0.661,0.423,0.552,8.728,0.244,1.038
0.658,0.422,0.543,8.484,-1.221,1.953
0.665,0.432,0.544,7.751,-3.113,2.869
0.669,0.442,0.554,8.484,-4.822,3.662
0.670,0.449,0.563,9.521,-6.104,3.845
0.676,0.459,0.577,8.667,-7.263,3.601
0.676,0.462,0.600,7.690,-7.690,3.235
0.681,0.473,0.634,5.798,-7.446,3.235

-0.521,1.152,1.165,-2.075,-244.812,88.318
-0.492,1.235,1.056,-22.888,-231.201,77.820
-0.489,1.325,1.112,-54.382,-227.295,67.322
-0.455,1.448,1.370,-86.548,-229.492,55.359
-0.381,1.536,1.788,-113.464,-225.952,39.124
-0.344,1.600,2.213,-132.507,-210.022,16.418
-0.279,1.555,2.466,-134.766,-180.908,-8.972
-0.285,1.419,2.494,-125.000,-144.714,-33.752
-0.307,1.225,2.386,-115.295,-107.422,-54.382
-0.342,1.058,2.215,-102.356,-73.914,-66.223
-0.390,0.955,2.037,-84.656,-49.683,-69.214
-0.461,0.880,1.899,-64.453,-33.142,-67.810
-0.480,0.883,1.789,-45.532,-21.301,-65.186
-0.469,0.953,1.783,-31.738,-11.536,-62.622
-0.439,1.092,1.911,-29.907,-3.662,-62.805
-0.415,1.285,2.136,-38.269,9.766,-69.946
-0.380,1.410,2.340,-44.800,32.837,-85.632
-0.340,1.516,2.538,-50.293,62.622,-108.093
-0.367,1.565,2.698,-50.110,97.168,-134.521
-0.449,1.531,2.772,-41.382,137.634,-163.940
-0.579,1.477,2.727,-27.527,184.631,-194.641
-0.738,1.364,2.506,-3.174,234.375,-222.046
-0.946,1.149,2.076,25.330,282.349,-245.117
-1.205,0.861,1.582,42.114,323.975,-262.817
-1.369,0.585,1.074,33.081,354.919,-273.315
-1.450,0.288,0.496,19.775,373.413,-275.879
-1.322,-0.026,-0.026,11.169,375.793,-271.545
-1.077,-0.280,-0.416,4.211,359.802,-261.047
-0.844,-0.522,-0.666,-1.648,327.637,-242.187
-0.646,-0.702,-0.817,-2.502,285.095,-215.393
-0.447,-0.797,-0.860,0.183,239.624,-182.922
-0.272,-0.854,-0.860,7.385,195.251,-147.949
-0.146,-0.836,-0.800,12.634,154.480,-114.502
0.003,-0.743,-0.695,14.587,119.507,-84.473
0.104,-0.610,-0.569,18.555,89.355,-58.167
0.184,-0.464,-0.420,25.024,63.538,-37.476
0.250,-0.322,-0.286,29.053,42.603,-22.278
0.284,-0.234,-0.149,35.583,27.832,-11.658
0.348,-0.157,-0.036,38.818,17.334,-4.028
0.382,-0.080,0.070,37.415,10.437,2.441
0.437,0.023,0.169,31.555,6.470,9.766
0.493,0.113,0.223,27.344,5.798,16.724
0.531,0.197,0.254,23.926,7.507,22.339
0.572,0.318,0.253,22.949,9.338,26.062
0.575,0.418,0.254,21.118,10.193,27.222
0.590,0.484,0.244,19.409,10.193,24.536
0.605,0.526,0.241,14.771,7.996,19.775
0.604,0.537,0.246,12.756,4.089,15.625
0.597,0.535,0.268,10.437,-0.549,12.329
0.602,0.514,0.280,12.268,-5.188,10.315
0.597,0.494,0.304,16.663,-10.681,9.460
0.593,0.470,0.341,21.179,-17.151,9.827
0.607,0.471,0.404,22.949,-23.560,11.230
0.605,0.482,0.509,20.142,-28.809,13.062
0.635,0.529,0.622,15.320,-31.128,14.648
0.636,0.540,0.722,15.869,-29.724,16.296
0.637,0.594,0.791,15.930,-25.269,16.663
0.647,0.640,0.810,14.709,-17.517,14.771
0.650,0.653,0.757,19.409,-8.545,10.986
0.647,0.660,0.688,20.813,-2.625,6.531
0.638,0.626,0.636,17.822,0.549,1.831
0.624,0.597,0.618,10.254,1.831,-2.258
0.613,0.572,0.612,3.784,2.136,-4.456
0.599,0.529,0.605,2.563,1.587,-5.554
0.592,0.494,0.604,3.113,0.305,-5.798
0.581,0.475,0.618,2.991,-2.136,-5.249
0.580,0.469,0.653,4.089,-4.578,-4.028
0.582,0.477,0.704,5.432,-6.042,-3.296
0.576,0.488,0.748,6.714,-6.042,-2.808
0.587,0.502,0.772,9.338,-4.211,-2.075
0.598,0.509,0.780,12.756,-0.610,-1.831
0.601,0.505,0.767,14.221,3.723,-2.563
0.610,0.513,0.737,13.184,8.057,-3.479
0.612,0.526,0.693,10.986,11.353,-3.845
0.635,0.499,0.658,7.874,13.794,-4.333
0.639,0.499,0.631,4.517,15.076,-5.249
0.636,0.480,0.608,1.282,15.686,-5.859
0.630,0.481,0.559,1.709,15.991,-6.531
0.626,0.488,0.516,5.432,14.954,-5.981
0.608,0.460,0.484,10.681,11.536,-5.249
0.601,0.441,0.479,11.780,7.141,-5.066
0.602,0.415,0.491,11.169,2.319,-4.700
0.594,0.406,0.516,12.329,-2.197,-3.235
0.591,0.413,0.558,14.282,-5.798,-0.732
0.579,0.424,0.599,17.151,-8.362,2.380
0.568,0.426,0.629,19.775,-9.827,4.028
0.573,0.417,0.647,21.423,-10.071,4.456
0.586,0.404,0.656,22.095,-9.644,4.761
0.578,0.423,0.645,21.606,-8.667,5.737
0.569,0.492,0.643,18.860,-6.958,8.118
0.577,0.505,0.646,18.799,-4.944,10.437
0.568,0.537,0.658,10.559,-2.808,9.949
0.587,0.532,0.666,2.930,-0.610,6.714
0.608,0.497,0.660,3.235,1.038,3.052
0.605,0.456,0.648,6.165,1.282,0.366
0.597,0.432,0.621,8.118,1.831,0.000
0.595,0.443,0.585,6.836,2.441,2.136
0.595,0.479,0.566,0.244,2.319,5.371
0.591,0.549,0.566,-6.165,0.977,7.324
0.612,0.522,0.588,-2.930,-0.488,7.202
0.595,0.535,0.615,1.221,-1.709,5.554
0.599,0.526,0.618,3.052,-1.953,3.052
0.590,0.505,0.612,8.362,-1.892,1.160
0.585,0.498,0.608,11.414,-2.686,0.916
0.581,0.492,0.616,12.817,-3.845,1.526
0.581,0.482,0.638,15.015,-4.517,2.014
0.596,0.478,0.656,14.954,-4.700,2.136
0.600,0.479,0.667,14.526,-4.395,1.770
0.599,0.492,0.659,16.174,-3.113,2.014
0.603,0.505,0.640,16.357,-1.465,2.380
0.601,0.514,0.632,11.353,0.061,1.892
0.596,0.512,0.635,5.798,1.526,0.793
0.588,0.499,0.641,2.747,2.319,-0.793
0.587,0.477,0.636,2.808,2.869,-2.258
0.586,0.452,0.620,5.798,2.747,-2.808
0.579,0.443,0.602,8.362,1.831,-2.502
0.567,0.461,0.590,8.972,1.038,-1.160
0.576,0.471,0.590,9.583,0.244,0.488
0.574,0.473,0.595,9.827,-0.549,0.793

-0.461,1.579,0.855,-22.156,-271.973,60.791
-0.456,1.655,1.009,-72.693,-272.583,36.316
-0.454,1.671,1.245,-122.803,-268.188,18.311
-0.385,1.639,1.601,-158.142,-259.949,3.540
-0.313,1.620,2.114,-175.049,-248.718,-12.268
-0.240,1.564,2.599,-164.795,-227.051,-29.602
-0.200,1.464,2.929,-133.545,-189.697,-46.936
-0.170,1.332,3.023,-96.924,-139.465,-63.538
-0.151,1.167,2.872,-61.401,-83.496,-76.721
-0.195,1.046,2.608,-32.898,-31.799,-84.106
-0.247,1.035,2.355,-17.944,8.667,-87.341
-0.289,1.127,2.234,-13.489,40.161,-89.600
-0.352,1.273,2.224,-15.503,66.406,-96.191
-0.431,1.421,2.280,-23.010,92.834,-110.413
-0.496,1.452,2.328,-27.100,120.239,-131.042
-0.528,1.460,2.414,-32.227,147.949,-155.334
-0.617,1.408,2.495,-28.870,176.208,-179.993
-0.713,1.327,2.507,-21.851,208.740,-201.721
-0.838,1.216,2.367,-5.920,244.202,-219.238
-0.916,1.086,2.066,10.742,281.372,-230.652
-1.010,0.961,1.710,21.545,312.805,-237.915
-1.077,0.861,1.324,23.743,334.656,-242.371
-1.132,0.678,0.962,20.630,348.267,-245.422
-1.098,0.485,0.596,13.489,353.088,-246.277
-1.013,0.271,0.236,2.686,348.083,-244.263
-0.899,0.047,-0.096,-4.639,334.290,-239.502
-0.753,-0.199,-0.400,0.549,311.584,-231.934
-0.528,-0.484,-0.660,12.939,279.968,-218.933
-0.313,-0.693,-0.811,22.339,241.943,-197.327
-0.165,-0.804,-0.860,31.311,200.195,-167.053
-0.021,-0.805,-0.846,43.030,158.142,-131.653
0.083,-0.726,-0.778,54.077,118.408,-95.154
0.180,-0.574,-0.655,58.533,83.496,-62.378
0.272,-0.380,-0.497,54.993,55.420,-37.964
0.335,-0.214,-0.346,51.880,35.034,-20.447
0.364,-0.037,-0.155,42.725,21.790,-7.507
0.414,0.108,-0.012,35.156,14.771,-0.977
0.424,0.187,0.103,31.555,12.390,1.709
0.444,0.236,0.218,24.109,14.160,-0.549
0.490,0.257,0.276,17.761,18.311,-5.127
0.530,0.238,0.301,13.672,24.292,-11.475
0.551,0.215,0.274,13.428,30.518,-17.273
0.567,0.157,0.198,15.808,35.034,-20.203
0.557,0.105,0.109,18.433,36.194,-20.020
0.565,0.061,0.012,20.325,34.790,-17.639
0.578,0.031,-0.057,23.071,28.748,-12.329
0.591,0.027,-0.107,26.855,18.799,-5.859
0.599,0.042,-0.123,29.358,5.554,1.404
0.594,0.100,-0.050,27.588,-7.751,9.705
0.600,0.197,0.073,26.855,-21.057,18.677
0.621,0.299,0.235,26.733,-32.288,25.513
0.632,0.385,0.395,23.621,-38.879,29.297
0.637,0.448,0.531,18.677,-40.222,29.358
0.685,0.469,0.606,15.930,-37.598,28.503
0.663,0.506,0.675,13.428,-32.349,26.611
0.673,0.531,0.716,6.531,-25.085,22.949
0.693,0.555,0.700,3.357,-16.113,17.822
0.702,0.524,0.618,8.606,-8.545,12.207
0.682,0.480,0.559,12.573,-5.432,7.202
0.676,0.439,0.507,12.512,-4.822,4.211
0.679,0.398,0.462,13.489,-5.554,3.601
0.684,0.366,0.447,13.428,-8.362,4.944
0.685,0.381,0.467,13.367,-12.756,7.263
0.679,0.388,0.499,17.395,-17.151,9.888
0.685,0.418,0.556,17.944,-19.775,12.390
0.702,0.459,0.616,16.113,-19.775,13.916
0.697,0.489,0.656,14.587,-17.883,14.160
0.704,0.514,0.681,12.146,-13.916,12.817
0.703,0.521,0.681,9.766,-8.728,9.949
0.699,0.505,0.660,7.935,-4.395,6.531
0.704,0.481,0.632,6.897,-0.305,3.235
0.701,0.466,0.601,6.775,2.258,1.404
0.697,0.448,0.573,7.568,3.967,0.610
0.691,0.446,0.545,9.033,4.395,0.366
0.676,0.445,0.515,11.353,4.211,0.671
0.667,0.445,0.479,13.916,3.174,1.221
0.661,0.429,0.448,15.564,0.732,2.197
0.659,0.419,0.446,14.465,-2.686,2.747
0.653,0.395,0.478,12.390,-6.104,3.052
0.657,0.391,0.520,12.207,-9.155,4.028
0.649,0.414,0.563,12.451,-10.498,5.798
0.672,0.414,0.570,15.930,-10.742,7.690
0.668,0.410,0.574,21.423,-10.925,9.521
0.685,0.441,0.579,21.057,-10.864,9.949
0.685,0.478,0.571,20.691,-10.010,9.766
0.683,0.510,0.563,17.822,-8.057,9.033
0.691,0.524,0.556,12.146,-6.653,7.874
0.672,0.490,0.568,2.930,-5.920,5.493
0.688,0.490,0.595,-5.249,-4.822,2.991
0.670,0.481,0.614,-3.906,-3.906,1.465
0.662,0.483,0.614,1.770,-3.113,1.160
0.630,0.460,0.601,11.230,-2.563,1.709
0.619,0.443,0.592,12.817,-1.526,1.465
0.623,0.424,0.577,10.010,-1.038,0.549
0.633,0.401,0.567,8.667,-2.136,0.610
0.641,0.397,0.572,7.080,-3.357,1.526
0.648,0.403,0.570,6.165,-3.845,2.991
0.663,0.433,0.556,5.798,-3.845,4.639
0.675,0.467,0.549,8.728,-3.723,6.042
0.674,0.472,0.534,14.648,-4.150,6.104
0.672,0.469,0.531,16.296,-5.188,4.456
0.681,0.470,0.547,14.587,-6.409,2.441
0.668,0.453,0.565,14.893,-7.568,1.770
0.657,0.445,0.579,13.428,-8.179,2.014
0.653,0.467,0.597,9.460,-7.690,3.052
0.648,0.484,0.607,8.362,-6.775,4.517
0.646,0.477,0.614,9.705,-6.104,4.944
0.649,0.470,0.625,8.118,-5.615,3.906
0.653,0.465,0.631,6.958,-5.066,2.686
0.656,0.458,0.633,7.690,-4.517,2.014
0.649,0.451,0.630,7.263,-3.845,1.526
0.645,0.461,0.625,4.944,-3.113,0.916
0.647,0.499,0.620,3.845,-2.136,1.160
0.646,0.489,0.606,7.324,-1.099,1.343
0.647,0.474,0.590,8.667,-0.244,0.183
0.653,0.453,0.581,7.019,-0.366,-1.892
0.649,0.420,0.575,6.836,-1.038,-2.991
0.645,0.403,0.579,4.639,-1.831,-2.441
0.644,0.396,0.590,2.502,-2.441,-1.160

-0.510,1.153,0.940,5.249,-256.287,106.812
-0.543,1.308,0.749,-13.000,-248.047,100.037
-0.597,1.522,0.596,-45.776,-249.756,92.896
-0.658,1.694,0.591,-81.787,-261.414,79.041
-0.662,1.809,0.847,-114.014,-276.123,56.274
-0.642,1.776,1.360,-130.981,-285.339,29.480
-0.524,1.687,1.961,-134.949,-280.518,5.859
-0.385,1.615,2.574,-124.878,-257.690,-12.146
