aX,aY,aZ,gX,gY,gZ
-2.186,0.315,0.081,25.146,-132.996,-600.403
-2.212,0.193,0.171,-1.099,-160.583,-594.971
-2.248,0.128,0.379,-26.917,-187.500,-587.341
-2.349,0.054,0.729,-42.603,-210.205,-579.956
-2.354,-0.093,1.287,-50.171,-221.375,-574.280
-2.414,-0.270,1.898,-49.438,-212.646,-567.322
-2.579,-0.517,2.240,-34.607,-176.392,-554.565
-2.643,-0.903,2.134,-4.761,-117.493,-536.743
-2.477,-1.361,1.686,21.118,-57.800,-514.343
-2.166,-1.765,1.203,21.423,-20.752,-483.643
-1.844,-1.999,0.859,-5.127,-12.451,-438.477
-1.556,-2.141,0.684,-42.419,-25.269,-378.662
-1.340,-2.092,0.726,-89.966,-49.988,-309.631
-1.225,-1.892,0.917,-133.362,-79.346,-237.793
-1.150,-1.574,1.237,-155.945,-104.187,-169.983
-1.028,-1.303,1.458,-157.410,-118.591,-114.624
-0.822,-0.488,1.963,-145.508,-115.906,-73.792
-0.769,-0.673,1.701,-39.734,-109.558,-38.940
-0.759,-0.379,1.760,9.033,-103.088,-23.865
-0.660,-0.081,1.774,27.100,-88.440,-25.696
-0.526,0.012,1.682,52.917,-68.176,-33.508
-0.455,-0.005,1.525,73.242,-47.913,-43.091
-0.332,-0.004,1.394,62.378,-30.518,-51.392
-0.257,-0.033,1.290,49.744,-17.334,-54.138
-0.205,-0.112,1.205,34.851,-5.127,-51.575
-0.135,-0.135,1.089,17.212,8.179,-42.847
-0.074,-0.118,0.959,0.183,20.874,-28.748
0.012,-0.066,0.827,-13.550,27.771,-12.817
0.071,0.024,0.754,-19.836,26.794,1.038
0.073,0.162,0.722,-17.761,20.935,12.695
0.067,0.316,0.697,-7.996,13.123,21.729
0.078,0.431,0.681,3.967,4.150,26.611
0.091,0.541,0.704,10.864,-5.493,25.452
0.085,0.573,0.771,16.418,-14.893,20.203
0.068,0.572,0.841,19.287,-20.752,13.062
0.099,0.525,0.891,19.348,-21.973,6.104
0.186,0.482,0.938,17.822,-20.630,1.892
0.193,0.429,0.972,17.029,-18.555,2.563
0.174,0.473,1.001,11.902,-15.625,6.714
0.168,0.528,1.005,7.568,-10.803,12.146
0.172,0.576,1.005,2.014,-6.104,15.015
0.157,0.624,1.018,-1.526,-2.441,14.404
0.130,0.644,1.017,-2.014,1.587,10.620
0.124,0.618,0.996,1.343,6.348,4.639
0.135,0.568,0.947,5.798,11.047,-1.465
0.137,0.508,0.882,11.536,13.611,-5.615
0.154,0.465,0.828,16.296,13.489,-7.141
0.157,0.433,0.786,18.311,11.841,-6.104
0.168,0.425,0.762,15.686,9.460,-3.906
0.178,0.459,0.763,10.803,7.202,-0.916
0.185,0.480,0.774,9.094,4.395,2.075
0.183,0.495,0.797,9.460,1.404,3.296
0.181,0.503,0.822,9.949,-0.916,3.418
0.174,0.505,0.846,10.315,-2.563,2.625
0.185,0.508,0.861,10.315,-3.357,1.648
0.208,0.529,0.884,9.155,-3.723,1.038
0.201,0.527,0.913,10.132,-3.723,-0.122
0.190,0.501,0.922,12.634,-2.625,-1.892
0.193,0.484,0.901,12.817,0.366,-3.113
0.192,0.481,0.867,10.376,3.784,-3.418
0.187,0.487,0.836,7.690,5.615,-3.296
0.176,0.483,0.824,5.859,5.920,-3.357
0.156,0.458,0.829,2.991,5.493,-5.005
0.137,0.423,0.834,0.122,4.883,-7.263
0.158,0.405,0.828,-0.977,4.822,-7.812
0.175,0.397,0.830,0.732,3.479,-6.836
0.167,0.379,0.847,3.235,1.160,-5.920
0.160,0.357,0.867,5.127,-0.671,-4.944
0.175,0.324,0.879,6.165,-0.549,-3.601

-0.255,-1.045,1.619,-21.912,41.992,35.339
-0.272,-1.130,1.658,-23.499,60.059,62.744
-0.295,-1.115,1.637,-20.081,78.064,91.980
-0.370,-1.030,1.592,-14.526,92.896,117.615
-0.401,-0.968,1.541,-8.667,102.661,136.902
-0.454,-0.953,1.570,-3.357,108.032,150.330
-0.546,-1.048,1.708,2.441,111.389,159.363
-0.586,-1.175,1.841,9.094,116.394,168.274
-0.637,-1.308,1.911,21.973,127.747,181.946
-0.750,-1.440,1.846,38.208,146.912,204.346
-0.905,-1.557,1.643,45.166,169.189,234.985
-1.060,-1.569,1.373,36.560,190.002,274.841
-1.208,-1.430,1.102,19.043,205.017,324.890
-1.416,-1.078,0.888,1.526,211.365,380.920
-1.635,-0.619,0.718,-10.986,211.182,436.707
-1.816,-0.118,0.597,-25.024,207.031,484.863
-1.982,0.424,0.550,-36.987,199.097,520.142
-2.126,0.963,0.546,-46.509,191.162,541.809
-2.237,1.424,0.556,-39.978,184.692,550.293
-2.283,1.871,0.548,-14.343,177.979,542.847
-2.255,2.306,0.503,26.794,171.082,520.264
-2.167,2.664,0.460,80.627,160.767,486.938
-2.081,2.840,0.512,138.672,145.447,443.176
-2.098,2.884,0.625,185.486,129.700,393.982
-2.232,2.977,0.536,219.666,121.704,350.037
-2.241,3.361,0.185,241.638,124.634,321.594
-2.023,3.968,-0.319,246.643,129.028,304.810
-1.488,4.000,-2.370,217.590,116.394,274.109
-1.430,4.000,-0.999,137.329,40.527,111.450
-1.325,4.000,-0.441,105.469,-23.071,-15.747
-1.717,3.839,-0.255,12.756,-47.363,-42.786
-1.975,3.659,-0.094,-69.763,-70.251,-73.303
-1.868,3.417,0.171,-147.949,-88.745,-131.042
-1.847,3.046,0.465,-172.729,-104.004,-191.345
-1.880,2.654,0.731,-140.076,-117.188,-241.638
-1.946,2.301,0.859,-79.651,-123.840,-282.288
-1.965,2.023,0.777,-15.930,-117.676,-315.430
-1.848,1.928,0.460,30.762,-102.905,-340.149
-1.714,1.979,0.032,60.913,-96.680,-358.093
-1.666,2.125,-0.373,61.035,-109.192,-378.784
-1.720,2.318,-0.613,32.593,-139.099,-408.569
-1.910,2.438,-0.726,-1.282,-182.068,-448.547
-2.179,2.380,-0.699,-27.832,-232.788,-497.131
-2.526,2.178,-0.433,-50.293,-286.438,-551.941
-2.945,1.849,0.060,-64.026,-337.646,-605.957
-3.236,1.349,0.716,-55.847,-375.183,-651.855
-3.500,0.925,1.396,-34.485,-387.329,-687.134
-3.744,0.510,2.026,14.893,-367.676,-708.801
-3.753,-0.004,2.494,89.417,-315.918,-718.506
-3.634,-0.550,2.660,148.254,-239.868,-719.482
-3.575,-1.083,2.530,181.335,-149.475,-708.252
-3.480,-1.633,2.135,190.369,-61.279,-680.786
-3.077,-2.260,1.636,174.622,8.179,-637.085
-2.457,-2.803,1.201,126.038,48.157,-575.256
-1.912,-3.094,0.956,48.340,59.265,-493.225
-1.488,-3.166,0.867,-34.424,49.438,-392.761
-1.205,-2.939,0.890,-103.149,28.198,-283.386
-1.062,-2.469,0.941,-144.653,4.883,-180.542
-0.978,-1.896,0.970,-155.212,-14.648,-95.947
-0.865,-1.312,1.007,-149.353,-31.677,-34.851
-0.735,-0.782,1.085,-137.024,-47.302,2.808
-0.690,-0.391,1.218,-113.220,-61.707,21.606
-0.659,-0.343,1.110,-77.820,-72.754,22.949
-0.423,0.691,1.674,-62.805,-69.336,7.019
-0.366,-0.008,1.251,68.359,-71.350,-3.418
-0.431,0.018,1.359,85.083,-73.914,-20.569
-0.312,0.058,1.483,51.331,-63.049,-39.917
-0.243,-0.167,1.470,46.326,-45.349,-46.509
-0.153,-0.250,1.402,32.166,-23.254,-45.227
-0.094,-0.339,1.222,26.001,-4.517,-34.546
-0.033,-0.336,1.058,18.127,6.409,-18.127
0.051,-0.226,0.968,2.808,11.230,-0.244
0.071,-0.050,0.933,-8.057,11.047,16.479
0.075,0.115,0.932,-13.672,8.606,27.527
0.099,0.214,0.893,-6.409,5.127,32.654
0.132,0.326,0.853,0.854,1.038,34.302
0.162,0.437,0.847,7.385,-4.028,35.095
0.162,0.515,0.873,12.024,-9.705,33.264
0.166,0.553,0.922,13.062,-15.015,28.137
0.161,0.564,0.991,11.169,-17.334,21.545
0.154,0.567,1.061,9.338,-16.235,14.771
0.148,0.548,1.100,11.902,-12.390,9.094
0.147,0.501,1.093,17.456,-6.348,4.089
0.149,0.452,1.054,21.240,0.183,-0.305
0.157,0.403,0.990,20.752,7.141,-3.052
0.176,0.350,0.914,19.104,12.512,-3.235
0.200,0.324,0.856,15.137,15.320,-1.160
0.198,0.320,0.821,10.437,14.832,2.686
0.178,0.331,0.803,7.751,12.878,6.653
0.158,0.331,0.777,5.310,10.132,10.376
0.172,0.400,0.752,0.305,6.287,14.099
0.202,0.453,0.761,-0.427,1.770,17.334
0.187,0.490,0.801,1.221,-4.028,17.090
0.181,0.498,0.839,3.479,-9.277,12.817
0.188,0.467,0.879,7.019,-11.658,8.179
0.181,0.433,0.906,8.545,-10.986,5.188
0.180,0.444,0.916,6.104,-8.606,3.784
0.173,0.432,0.935,6.348,-6.104,2.747
0.178,0.385,0.939,5.920,-2.930,0.427
0.185,0.323,0.930,4.822,1.038,-1.465
0.203,0.280,0.895,4.028,4.944,-0.122
0.220,0.305,0.837,4.272,6.836,5.432
0.235,0.396,0.799,2.808,5.737,12.024
0.232,0.467,0.800,3.479,2.197,14.771
0.203,0.504,0.835,4.761,-2.197,12.634
0.184,0.503,0.883,6.226,-4.822,7.141
0.172,0.447,0.917,9.033,-5.371,1.953
0.163,0.393,0.927,9.521,-4.211,-1.160
0.157,0.376,0.918,6.165,-1.526,-1.160
0.179,0.405,0.903,3.052,0.916,0.977
0.191,0.440,0.900,4.333,1.953,2.075
0.163,0.435,0.904,8.850,2.197,0.061
0.157,0.416,0.897,11.169,2.441,-3.540
0.173,0.367,0.878,13.245,2.747,-6.165
0.175,0.329,0.871,13.245,2.747,-6.592
0.170,0.319,0.879,10.254,2.502,-4.944
0.178,0.344,0.889,8.545,2.258,-2.747
0.172,0.362,0.894,9.583,2.258,-1.099
0.166,0.360,0.897,10.437,2.502,-0.854

-0.537,-1.106,1.957,4.578,53.467,41.321
-0.739,-1.542,2.230,0.061,75.073,55.725
-0.973,-2.081,2.444,-13.062,106.506,76.965
-1.076,-2.562,2.463,-34.729,145.325,108.765
-1.073,-2.813,2.220,-50.171,190.063,158.569
-1.061,-2.873,1.796,-45.288,231.567,228.516
-1.180,-2.617,1.196,-28.198,257.996,311.584
-1.373,-1.924,0.597,-20.447,264.343,398.926
-1.544,-1.085,0.234,-17.456,250.183,479.004
-1.641,-0.089,-0.060,-23.926,218.811,536.316
-1.578,1.079,-0.198,-33.325,179.626,568.298
-1.402,2.262,-0.040,-25.024,137.573,573.853
-1.348,3.293,0.251,14.709,95.215,545.837
-1.378,3.942,0.476,71.167,63.904,481.934
-1.310,4.000,0.592,115.051,55.176,390.747
-1.141,3.790,0.600,119.202,65.063,290.283
-0.981,3.334,0.544,94.177,81.787,202.148
-0.990,2.776,0.485,74.463,94.971,140.686
-0.983,2.278,0.442,65.857,101.868,109.253
-1.007,1.942,0.408,56.580,107.300,100.647
-1.047,1.743,0.381,47.058,112.793,110.107
-1.116,1.687,0.370,32.471,116.943,130.066
-1.221,1.824,0.352,12.878,120.056,153.992
-1.199,2.041,0.261,4.639,122.009,174.438
-1.096,2.305,0.129,8.972,117.920,182.800
-0.971,2.582,-0.078,8.179,104.675,172.180
-0.767,2.986,-0.322,-4.150,85.571,144.592
-0.584,3.333,-0.469,-6.958,58.594,102.722
-0.599,3.442,-0.427,-0.244,20.752,40.466
-0.721,3.348,-0.304,4.700,-21.423,-35.828
-0.846,3.215,-0.138,5.493,-56.396,-111.755
-0.992,3.049,-0.006,17.822,-78.064,-175.476
-1.124,2.870,0.085,28.381,-90.942,-227.600
-1.244,2.698,0.163,23.132,-100.525,-271.118
-1.334,2.500,0.199,5.676,-106.812,-308.228
-1.354,2.381,0.112,-12.939,-111.084,-338.989
-1.312,2.379,-0.110,-27.039,-117.615,-364.258
-1.328,2.406,-0.334,-33.691,-134.277,-390.564
-1.450,2.387,-0.454,-40.955,-165.588,-426.208
-1.642,2.299,-0.405,-52.673,-208.191,-470.581
-1.848,2.105,-0.231,-60.791,-253.540,-515.808
-2.108,1.810,0.044,-58.533,-293.823,-559.753
-2.407,1.427,0.405,-45.715,-324.158,-601.501
-2.693,1.013,0.858,-20.142,-340.210,-635.681
-2.764,0.655,1.335,18.738,-336.548,-657.166
-2.865,0.378,1.653,68.176,-308.533,-666.138
-3.088,0.062,1.816,126.099,-257.812,-667.053
-3.215,-0.356,1.812,175.415,-193.726,-665.039
-3.216,-0.987,1.676,190.125,-126.404,-659.790
-3.146,-1.915,1.518,149.902,-61.768,-641.907
-2.853,-2.966,1.346,64.514,-6.775,-598.022
-2.164,-3.681,1.195,-44.556,28.198,-513.550
-1.549,-3.867,1.096,-139.465,35.583,-388.794
-1.277,-3.534,1.067,-193.604,18.127,-242.798
-1.158,-2.706,1.213,-216.187,-12.451,-108.093
-1.069,-1.745,1.300,-211.060,-42.786,-7.935
-0.935,-0.811,1.367,-184.204,-64.148,51.880
-0.849,-0.247,1.368,-152.466,-77.820,77.332
-0.773,0.601,1.639,-128.601,-83.191,76.233
-0.583,0.456,1.463,-21.912,-90.820,64.514
-0.616,0.486,1.516,59.509,-105.713,40.039
-0.593,0.514,1.670,79.285,-107.300,3.357
-0.505,0.337,1.771,82.153,-92.102,-28.625
-0.284,0.227,1.807,71.045,-62.378,-51.880
-0.189,0.015,1.704,71.716,-30.396,-59.753
-0.169,-0.100,1.540,57.068,1.221,-56.458
-0.115,-0.065,1.331,34.363,30.273,-46.204
-0.053,-0.070,1.088,17.334,53.284,-32.166
0.001,-0.043,0.879,2.502,66.162,-16.846
0.052,0.071,0.701,-12.817,68.970,-2.930
0.100,0.201,0.547,-17.334,63.049,9.033
0.152,0.340,0.448,-13.000,49.255,18.372
0.211,0.479,0.436,-5.554,29.175,23.071
0.230,0.596,0.509,4.578,6.897,22.888
0.231,0.667,0.626,15.320,-12.146,18.066
0.229,0.669,0.775,25.574,-26.306,10.010
0.211,0.611,0.925,31.982,-33.875,0.916
0.203,0.553,1.073,33.997,-34.058,-6.592
0.178,0.434,1.190,35.583,-28.259,-10.803
0.143,0.398,1.285,29.846,-16.663,-12.573
0.119,0.333,1.265,23.499,-1.587,-12.146
0.115,0.308,1.177,17.151,14.587,-9.705
0.125,0.273,1.046,10.315,27.100,-6.653
0.159,0.283,0.932,1.221,33.630,-3.540
0.190,0.264,0.839,-5.249,33.936,0.305
0.205,0.325,0.791,-11.902,30.945,5.371
0.220,0.376,0.754,-11.597,26.367,9.888
0.230,0.405,0.718,-3.479,20.203,12.451
0.249,0.425,0.702,3.601,12.878,11.414
0.263,0.446,0.710,9.888,5.188,8.850
0.276,0.468,0.749,15.991,-1.648,6.409
0.254,0.484,0.819,18.311,-6.531,3.479
0.234,0.469,0.901,18.616,-9.277,-0.854
0.228,0.415,0.972,20.081,-8.789,-5.188
0.220,0.349,1.002,20.203,-5.676,-8.911
0.212,0.283,1.002,17.273,-0.916,-9.827
0.220,0.244,0.992,10.559,5.188,-7.263
0.227,0.225,0.948,3.906,10.376,-3.052
0.236,0.235,0.898,0.366,13.733,2.319
0.231,0.271,0.853,-1.465,14.648,7.263
0.221,0.302,0.825,-3.235,13.672,10.803
0.226,0.317,0.799,-3.967,11.536,12.512
0.229,0.339,0.779,-2.747,8.667,13.367
0.241,0.401,0.766,0.244,5.127,14.221
0.245,0.452,0.772,6.836,0.305,14.160
0.222,0.463,0.799,12.817,-4.395,10.620
0.210,0.431,0.839,14.160,-7.812,4.822
0.215,0.363,0.868,14.709,-9.277,0.000
0.223,0.324,0.882,14.160,-8.301,-1.282
0.217,0.323,0.887,12.634,-6.409,0.610
0.209,0.332,0.894,11.353,-5.005,3.052
0.205,0.321,0.900,7.874,-3.845,3.601
0.219,0.293,0.907,3.601,-2.197,3.052
0.236,0.248,0.902,1.160,-0.061,3.723
0.244,0.248,0.888,-0.488,1.892,7.690
0.236,0.306,0.872,-2.808,2.869,14.038
0.231,0.357,0.865,-4.517,2.136,19.775
0.242,0.410,0.867,-5.432,0.549,22.034
0.229,0.448,0.892,-4.883,-1.892,21.423

-0.290,-0.999,1.589,-50.415,59.265,55.237
-0.287,-1.165,1.608,-61.462,78.735,84.167
-0.298,-1.195,1.588,-64.941,94.543,115.479
-0.346,-1.108,1.559,-54.565,106.201,147.217
-0.390,-1.045,1.551,-31.433,113.037,175.232
-0.475,-0.967,1.559,-10.803,116.333,195.496
-0.554,-1.059,1.604,4.089,119.080,208.740
-0.608,-1.225,1.673,7.324,123.779,219.849
-0.689,-1.356,1.666,2.930,135.254,237.854
-0.792,-1.461,1.524,1.343,153.992,268.066
-0.940,-1.444,1.233,-4.639,176.208,310.425
-1.195,-1.264,0.870,-23.621,195.862,362.366
-1.417,-0.943,0.511,-49.133,209.961,418.884
-1.698,-0.401,0.148,-67.932,216.370,475.220
-1.834,0.144,-0.102,-69.275,209.900,523.621
-1.880,0.671,-0.052,-50.781,185.303,556.885
-2.042,1.067,0.261,-13.000,145.691,571.045
-2.172,1.425,0.693,28.809,108.032,565.002
-2.272,1.812,0.964,74.280,89.722,544.678
-2.281,2.296,1.065,121.094,98.389,518.982
-2.147,2.761,0.939,169.067,120.483,489.136
-1.997,3.186,0.615,201.416,134.399,447.815
-1.817,3.564,0.301,211.365,133.484,395.020
-1.647,3.791,0.036,200.928,120.911,333.923
-1.595,3.847,-0.126,169.617,100.159,265.320
-1.528,3.662,-0.185,123.779,74.585,193.726
-1.478,3.362,-0.140,73.364,47.546,127.319
-1.521,3.173,-0.032,26.306,21.545,70.068
-1.536,2.526,0.194,-8.179,-1.709,22.827
-1.544,2.234,0.401,-41.199,-15.747,-2.258
-1.553,2.069,0.518,-65.430,-23.315,-17.456
-1.488,1.965,0.558,-74.890,-25.574,-32.715
-1.394,1.870,0.549,-72.754,-27.161,-51.086
-1.355,1.772,0.522,-61.829,-31.067,-72.449
-1.337,1.637,0.479,-44.739,-37.170,-94.116
-1.320,1.519,0.423,-29.480,-43.884,-114.563
-1.272,1.493,0.333,-16.357,-50.720,-132.080
-1.189,1.599,0.188,-1.343,-60.669,-147.400
-1.065,1.758,0.066,15.564,-76.477,-165.039
-1.014,1.909,-0.004,29.053,-97.717,-189.941
-0.999,2.038,-0.064,35.889,-121.887,-224.609
-1.000,2.156,-0.117,32.776,-146.729,-267.090
-1.070,2.218,-0.133,24.963,-172.363,-315.796
-1.174,2.244,-0.110,17.822,-198.181,-368.774
-1.337,2.160,-0.053,20.630,-222.412,-424.500
-1.582,2.003,0.029,29.358,-243.896,-482.422
-1.822,1.749,0.174,35.767,-262.146,-538.391
-2.107,1.468,0.404,38.086,-276.611,-590.515
-2.449,1.087,0.742,41.504,-284.851,-634.338
-2.709,0.666,1.152,36.743,-282.471,-666.260
-2.878,0.396,1.573,19.836,-263.611,-684.082
-3.032,0.197,1.906,19.104,-226.440,-688.538
-3.271,0.035,1.919,48.706,-176.270,-687.500
-3.400,-0.179,1.600,103.027,-124.756,-688.232
-3.338,-0.591,1.179,160.767,-84.534,-692.993
-3.131,-1.296,0.773,197.510,-62.134,-693.481
-2.704,-2.183,0.462,196.411,-54.199,-675.232
-2.080,-2.927,0.360,146.484,-59.204,-625.183
-1.430,-3.336,0.449,81.726,-77.271,-534.729
-1.038,-3.411,0.651,26.978,-103.577,-409.912
-0.880,-3.096,1.010,-18.372,-127.075,-273.010
-0.839,-2.432,1.363,-47.058,-137.390,-148.376
-0.818,-1.730,1.547,-52.307,-130.005,-50.964
-0.784,-1.071,1.609,-47.852,-109.070,15.503
-0.694,-0.483,1.615,-48.218,-84.229,58.289
-0.749,0.335,1.581,-64.758,-58.044,80.322
-0.546,0.468,1.297,-37.720,-35.217,85.083
-0.507,0.607,1.213,8.545,-33.691,74.707
-0.505,0.810,1.272,-4.395,-38.025,37.903
-0.458,0.730,1.361,-5.798,-41.321,-7.141
-0.412,0.499,1.415,13.794,-37.170,-46.997
-0.334,0.186,1.376,39.673,-26.550,-75.012
-0.263,-0.087,1.309,59.692,-14.221,-86.182
-0.154,-0.294,1.211,65.491,-2.136,-80.994
-0.054,-0.386,1.110,58.533,10.010,-63.293
0.011,-0.390,1.002,43.274,19.104,-37.537
0.061,-0.271,0.935,22.827,23.376,-8.545
0.056,-0.066,0.897,3.296,23.926,17.883
0.027,0.186,0.887,-12.756,22.156,36.987
0.032,0.384,0.876,-18.799,19.653,46.387
0.033,0.542,0.894,-17.639,16.357,45.654
0.015,0.623,0.911,-9.338,12.207,37.292
0.036,0.636,0.907,3.357,8.362,24.353
0.085,0.588,0.909,14.404,5.676,9.644
0.104,0.502,0.933,20.203,4.272,-2.441
0.108,0.439,0.943,21.423,3.784,-8.667
0.110,0.398,0.935,20.508,4.456,-9.338
0.115,0.366,0.921,15.320,6.165,-7.080
0.123,0.367,0.922,3.967,7.690,-4.456
0.137,0.389,0.931,-5.798,8.911,-2.502
0.135,0.394,0.922,-8.728,9.338,-1.282
0.132,0.411,0.913,-7.263,9.888,-0.549
0.129,0.385,0.898,-3.235,9.338,-0.732
0.115,0.375,0.900,-1.282,8.240,-1.770
0.142,0.360,0.885,2.686,7.568,-2.869
0.169,0.309,0.856,12.268,6.104,-2.808
0.164,0.310,0.864,14.221,4.272,-2.075
0.147,0.314,0.873,14.648,2.930,0.488
0.125,0.333,0.870,14.832,2.563,4.150
0.139,0.366,0.852,11.719,2.625,6.409
0.174,0.386,0.851,7.446,1.892,6.836
0.178,0.407,0.873,3.845,0.061,6.592
0.171,0.418,0.898,2.502,-1.526,5.798
0.168,0.436,0.923,2.930,-1.831,4.456
0.146,0.430,0.945,3.723,-1.038,2.563
0.142,0.423,0.961,2.502,0.671,-0.488
0.156,0.401,0.966,2.380,3.174,-3.235
0.160,0.350,0.948,5.615,5.798,-5.737
0.149,0.315,0.924,8.118,7.874,-6.775
0.136,0.293,0.906,8.484,9.766,-5.432
0.126,0.296,0.873,7.874,10.864,-3.662
0.147,0.314,0.838,6.592,10.803,-2.930
0.170,0.305,0.802,7.935,9.277,-3.113
0.176,0.279,0.781,10.254,5.737,-3.540
0.174,0.281,0.788,8.911,1.648,-3.052
0.167,0.289,0.822,7.324,-2.197,-0.671
0.149,0.317,0.867,5.310,-4.639,1.282
0.150,0.321,0.906,4.883,-6.042,1.282
0.153,0.310,0.930,7.080,-5.920,0.488

-0.201,-1.034,1.718,-46.204,54.382,74.402
-0.222,-1.034,1.750,-40.955,72.266,103.516
-0.230,-0.973,1.757,-30.640,88.379,129.578
-0.304,-0.904,1.727,-23.376,102.539,149.536
-0.376,-1.000,1.727,-21.606,115.051,162.476
-0.455,-1.206,1.824,-33.386,125.977,171.143
-0.549,-1.424,1.940,-51.514,140.015,183.960
-0.675,-1.653,1.990,-53.528,160.950,208.618
-0.887,-1.882,1.875,-36.499,187.988,246.155
-1.097,-2.031,1.593,-17.456,216.309,295.471
-1.318,-1.967,1.219,-12.207,239.441,355.408
-1.635,-1.711,0.838,-9.766,252.808,424.744
-2.026,-1.223,0.508,-11.963,254.395,496.704
-2.322,-0.606,0.197,-18.982,241.211,562.988
-2.532,0.249,-0.006,-36.804,218.933,616.394
-2.542,1.167,-0.075,-24.170,191.956,651.062
-2.554,1.936,-0.019,22.400,157.776,660.645
-2.549,2.749,0.099,66.528,119.568,638.184
-2.355,3.290,0.207,113.098,85.266,586.121
-2.121,3.490,0.415,145.264,59.509,511.292
-2.060,3.447,0.551,161.377,46.326,427.979
-2.113,3.273,0.620,165.588,46.143,344.238
-2.108,2.959,0.553,173.096,57.739,276.367
-1.862,3.842,-0.561,164.062,73.730,226.807
-1.730,4.000,-0.783,121.643,48.096,120.544
-1.632,2.543,-0.065,131.287,-10.925,-15.869
-1.662,1.947,0.287,115.051,-20.203,-30.212
-1.827,1.716,0.429,75.623,-7.263,5.432
-1.977,1.637,0.404,27.283,9.094,45.349
-1.872,1.905,0.235,-29.297,17.090,68.787
-1.729,2.509,0.081,-53.955,9.949,68.359
-1.557,3.000,-0.017,-35.583,-12.085,33.875
-1.479,3.336,-0.021,1.038,-45.898,-31.555
-1.439,3.420,0.036,38.635,-82.275,-115.723
-1.522,3.370,0.129,64.941,-111.511,-204.773
-1.629,3.215,0.171,74.585,-128.601,-290.527
-1.762,2.969,0.170,78.003,-135.010,-368.469
-1.898,2.691,0.170,66.589,-138.367,-437.988
-2.080,2.410,0.198,39.673,-144.409,-499.084
-2.291,2.120,0.243,11.475,-153.931,-551.636
-2.493,1.860,0.302,-7.263,-163.391,-596.680
-2.674,1.598,0.383,-14.893,-170.105,-635.559
-2.863,1.259,0.446,-18.433,-175.781,-671.265
-3.087,0.909,0.573,-30.518,-182.190,-702.942
-3.316,0.567,0.758,-41.016,-189.148,-724.182
-3.416,0.228,0.921,-34.912,-191.833,-731.079
-3.451,-0.009,0.989,-19.226,-187.256,-727.844
-3.517,-0.207,1.001,6.714,-178.528,-721.741
-3.616,-0.474,1.001,41.870,-168.823,-718.018
-3.589,-0.902,1.004,79.224,-158.264,-714.233
-3.321,-1.474,1.013,102.417,-147.095,-700.562
-2.913,-2.055,1.075,105.042,-135.620,-667.419
-2.371,-2.538,1.163,97.534,-125.366,-609.558
-1.750,-2.847,1.201,88.806,-116.821,-529.480
-1.553,-2.882,1.334,62.317,-110.596,-436.584
-1.523,-2.699,1.501,26.245,-104.248,-340.027
-1.410,-2.398,1.579,-2.625,-89.661,-243.469
-1.163,-1.995,1.591,-31.616,-68.420,-153.320
-0.965,-1.523,1.579,-67.261,-47.729,-76.843
-0.847,-1.040,1.521,-100.098,-29.968,-19.348
-0.793,-0.602,1.461,-116.821,-15.747,18.921
-0.593,-0.297,1.235,-120.667,-6.897,40.283
-0.476,0.537,1.468,-123.474,0.122,45.227
-0.344,0.324,1.114,-31.921,-3.296,43.274
-0.358,0.491,1.028,15.076,-20.996,26.978
-0.323,0.601,1.092,24.109,-36.072,-2.075
-0.293,0.532,1.168,45.776,-43.945,-31.067
-0.228,0.313,1.173,66.589,-42.847,-56.641
-0.167,0.015,1.167,83.496,-36.743,-72.083
-0.147,-0.221,1.159,76.172,-26.489,-74.646
-0.098,-0.324,1.116,58.289,-14.282,-63.171
0.005,-0.368,1.048,38.391,-4.395,-42.664
0.044,-0.354,1.015,18.433,2.075,-18.066
0.050,-0.231,0.997,-3.113,4.578,6.714
0.046,-0.045,0.991,-17.700,5.066,29.785
0.040,0.141,0.959,-22.766,4.211,46.387
0.064,0.323,0.939,-25.269,1.953,54.688
0.086,0.467,0.954,-25.208,-1.770,54.993
0.084,0.562,0.981,-19.409,-5.127,48.828
0.107,0.603,0.976,-8.545,-7.507,39.795
0.148,0.601,0.981,1.953,-8.728,29.724
0.168,0.570,0.998,8.057,-8.301,20.264
0.162,0.543,1.010,8.850,-7.202,12.512
0.161,0.528,1.029,7.202,-5.005,7.935
0.151,0.514,1.051,6.409,-1.831,4.761
0.123,0.491,1.053,7.507,2.075,0.610
0.111,0.468,1.032,11.841,6.897,-3.784
0.087,0.375,0.962,16.541,11.658,-7.202
0.112,0.342,0.906,12.329,15.625,-9.399
0.122,0.266,0.875,12.756,16.541,-8.789
0.109,0.208,0.844,9.460,15.076,-6.165
0.112,0.210,0.841,-1.221,13.672,-2.686
0.140,0.194,0.806,-4.333,13.306,3.418
0.191,0.208,0.766,-3.601,11.414,11.353
0.204,0.269,0.761,-4.944,6.958,19.043
0.192,0.335,0.787,-4.517,0.854,25.208
0.181,0.393,0.822,-2.808,-4.089,28.870
0.164,0.467,0.860,-2.136,-6.958,29.846
0.190,0.520,0.892,-1.831,-7.874,28.564
0.201,0.551,0.925,-1.038,-7.446,24.902
0.198,0.553,0.957,-0.305,-6.409,19.104
0.174,0.540,0.981,1.526,-4.639,13.062
0.162,0.526,0.984,4.089,-1.709,7.751
0.143,0.508,0.969,7.141,2.319,3.235
